date,year,month,day,day_of_year,day_of_week,temperature_avg,temperature_min,temperature_max,rainfall_mm,humidity_avg,pressure_hpa,wind_speed_kmh,is_rainy_day,season,is_weekend,location,latitude,longitude,years_since_2010
2013-12-23,2013,12,23,357,0,12.0,10.0,15.4,0.3,67.6,1019.9,10.6,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,3
2013-12-24,2013,12,24,358,1,12.0,10.0,15.8,0.8,95.0,1035.2,11.9,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,3
2013-12-25,2013,12,25,359,2,13.7,10.0,17.0,0.5,75.8,1017.7,11.3,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,3
2013-12-26,2013,12,26,360,3,14.4,11.0,19.0,0.1,73.1,1019.1,13.5,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,3
2013-12-27,2013,12,27,361,4,12.3,10.0,16.7,2.0,82.6,1002.1,9.1,1,Dry,0,"Kumbo, Cameroon",3.848,11.5021,3
2013-12-28,2013,12,28,362,5,13.3,10.0,17.3,0.1,73.1,1023.6,5.8,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,3
2013-12-29,2013,12,29,363,6,14.4,10.5,19.0,1.7,91.2,1008.0,10.4,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,3
2013-12-30,2013,12,30,364,0,12.0,10.0,17.5,0.5,91.8,989.6,5.3,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,3
2013-12-31,2013,12,31,365,1,12.5,10.0,15.6,1.0,67.0,1026.2,13.7,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,3
2014-01-01,2014,1,1,1,2,14.6,11.5,19.9,0.0,93.3,1011.4,6.2,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-02,2014,1,2,2,3,12.3,10.0,16.3,2.1,90.8,990.1,9.8,1,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-03,2014,1,3,3,4,12.0,10.0,17.5,2.7,78.3,1010.5,8.6,1,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-04,2014,1,4,4,5,12.6,10.0,17.2,0.4,73.8,1015.0,9.2,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-05,2014,1,5,5,6,15.7,12.3,20.1,0.1,84.9,1019.1,12.7,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-06,2014,1,6,6,0,14.7,10.0,18.9,0.5,66.4,1015.7,14.7,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-07,2014,1,7,7,1,14.7,11.5,18.2,0.8,72.2,1011.1,5.6,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-08,2014,1,8,8,2,12.0,10.0,16.1,0.5,78.0,1023.2,5.2,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-09,2014,1,9,9,3,13.1,10.0,16.1,0.1,78.7,1010.1,12.5,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-10,2014,1,10,10,4,14.0,10.0,19.3,1.9,83.0,1005.4,8.8,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-11,2014,1,11,11,5,15.1,10.1,20.1,0.7,84.3,1022.8,6.6,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-12,2014,1,12,12,6,12.0,10.0,17.1,2.7,79.3,1003.4,12.4,1,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-13,2014,1,13,13,0,12.0,10.0,17.7,0.7,63.2,1006.3,13.9,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-14,2014,1,14,14,1,13.8,10.0,19.5,0.1,90.3,1022.3,10.5,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-15,2014,1,15,15,2,14.3,10.0,17.5,2.0,69.4,1022.9,11.4,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-16,2014,1,16,16,3,13.9,10.0,18.6,0.2,58.5,996.8,9.7,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-17,2014,1,17,17,4,12.0,10.0,16.7,0.2,76.5,1020.0,12.8,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-18,2014,1,18,18,5,13.3,10.0,16.5,1.0,91.1,1003.7,7.7,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-19,2014,1,19,19,6,16.1,11.7,22.1,0.7,66.4,1001.3,9.6,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-20,2014,1,20,20,0,13.3,10.0,17.0,0.5,81.0,1011.0,10.0,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-21,2014,1,21,21,1,14.9,11.1,20.5,1.1,85.8,1027.5,11.0,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-22,2014,1,22,22,2,12.0,10.0,17.2,1.8,73.8,1013.7,11.2,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-23,2014,1,23,23,3,12.4,10.0,17.2,0.4,62.6,1014.7,9.5,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-24,2014,1,24,24,4,16.7,13.4,22.1,0.3,66.7,1016.2,11.4,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-25,2014,1,25,25,5,13.7,10.0,18.3,0.1,72.7,1006.7,13.8,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-26,2014,1,26,26,6,14.2,10.9,19.9,1.3,75.3,1034.4,11.1,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-27,2014,1,27,27,0,16.2,11.3,21.2,0.2,83.1,1000.7,10.4,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-28,2014,1,28,28,1,13.9,10.5,18.0,0.1,59.8,1017.2,11.1,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-29,2014,1,29,29,2,17.6,14.6,22.8,1.0,77.9,1016.7,7.1,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-30,2014,1,30,30,3,18.1,12.2,22.0,0.6,82.6,1009.6,11.7,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-01-31,2014,1,31,31,4,14.8,11.5,19.4,0.7,73.5,1007.5,11.5,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-01,2014,2,1,32,5,16.2,13.1,21.9,0.0,69.9,1026.2,10.7,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-02,2014,2,2,33,6,16.1,12.7,21.0,0.6,84.3,1005.0,13.6,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-03,2014,2,3,34,0,15.9,12.7,19.0,1.6,73.3,1011.7,11.0,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-04,2014,2,4,35,1,12.0,10.0,17.7,0.5,86.8,1025.4,14.0,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-05,2014,2,5,36,2,17.0,13.5,22.8,0.5,70.4,1017.0,9.8,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-06,2014,2,6,37,3,14.8,10.7,19.4,2.8,78.8,1004.6,10.6,1,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-07,2014,2,7,38,4,15.3,12.0,19.5,0.3,73.9,1022.0,8.2,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-08,2014,2,8,39,5,15.0,10.0,20.1,0.2,69.2,1020.1,7.6,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-09,2014,2,9,40,6,15.6,11.1,19.0,0.0,83.6,1002.5,6.6,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-10,2014,2,10,41,0,15.3,11.4,19.1,3.7,62.8,1011.6,8.7,1,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-11,2014,2,11,42,1,12.7,10.0,16.5,0.3,80.9,992.5,7.0,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-12,2014,2,12,43,2,16.5,11.8,22.0,1.6,75.7,1003.0,8.2,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-13,2014,2,13,44,3,13.1,10.0,17.9,0.3,93.9,1012.8,6.3,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-14,2014,2,14,45,4,17.5,12.1,22.4,1.2,74.6,999.6,14.2,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-15,2014,2,15,46,5,14.5,10.0,20.5,0.4,73.6,1010.0,13.0,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-16,2014,2,16,47,6,16.9,13.3,21.2,0.4,78.3,1009.5,5.5,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-17,2014,2,17,48,0,15.6,11.3,21.4,2.7,95.0,1009.2,7.3,1,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-18,2014,2,18,49,1,14.0,10.2,19.8,0.5,78.4,1019.5,7.7,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-19,2014,2,19,50,2,16.4,11.8,21.8,1.7,80.8,1011.5,13.1,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-20,2014,2,20,51,3,17.3,13.0,21.6,0.4,69.8,1010.6,9.5,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-21,2014,2,21,52,4,15.6,11.3,19.7,0.1,85.2,1034.0,13.1,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-22,2014,2,22,53,5,13.6,10.0,18.1,1.8,66.7,1031.5,6.1,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-23,2014,2,23,54,6,15.4,11.0,20.2,1.2,95.0,1016.2,8.8,0,Dry,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-24,2014,2,24,55,0,17.0,12.4,22.7,0.0,74.5,1013.2,6.1,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-25,2014,2,25,56,1,16.6,10.7,21.9,0.0,60.4,1012.3,10.8,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-26,2014,2,26,57,2,12.8,10.0,16.7,2.4,60.8,1013.4,13.1,1,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-27,2014,2,27,58,3,16.7,11.9,20.6,1.3,76.6,1028.6,14.9,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-02-28,2014,2,28,59,4,15.8,10.0,21.2,0.8,86.1,1004.6,13.6,0,Dry,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-01,2014,3,1,60,5,16.4,11.0,19.7,1.0,69.1,1001.8,7.1,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-02,2014,3,2,61,6,15.5,10.0,19.4,3.9,82.6,997.6,8.2,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-03,2014,3,3,62,0,19.6,14.2,25.5,3.1,72.6,1012.5,13.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-04,2014,3,4,63,1,19.2,15.3,23.1,2.6,70.1,1007.8,6.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-05,2014,3,5,64,2,17.5,12.3,21.4,21.4,67.2,1010.7,6.7,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-06,2014,3,6,65,3,19.4,15.0,25.1,2.0,81.8,997.4,12.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-07,2014,3,7,66,4,19.0,14.9,24.9,1.0,64.1,1014.6,10.1,0,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-08,2014,3,8,67,5,15.9,12.5,21.3,6.5,62.6,1028.2,7.0,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-09,2014,3,9,68,6,17.0,12.5,22.7,3.1,65.7,1015.0,9.8,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-10,2014,3,10,69,0,17.7,14.2,23.4,1.8,68.3,1018.8,7.7,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-11,2014,3,11,70,1,17.3,13.4,21.8,5.5,84.9,1006.0,11.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-12,2014,3,12,71,2,18.9,14.4,24.8,6.1,86.9,1028.1,5.7,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-13,2014,3,13,72,3,17.7,13.2,23.4,1.5,92.6,1017.6,7.2,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-14,2014,3,14,73,4,16.2,11.7,22.1,4.8,75.7,1003.7,14.7,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-15,2014,3,15,74,5,17.9,12.2,21.9,6.4,70.6,1010.3,6.3,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-16,2014,3,16,75,6,16.8,12.6,20.9,4.0,55.7,989.8,9.6,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-17,2014,3,17,76,0,18.3,14.1,22.4,3.0,78.9,1017.6,11.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-18,2014,3,18,77,1,16.9,13.8,21.9,12.6,80.7,998.7,12.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-19,2014,3,19,78,2,17.3,13.2,21.0,2.1,69.1,1025.8,14.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-20,2014,3,20,79,3,17.8,12.6,20.8,6.3,75.3,1014.8,7.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-21,2014,3,21,80,4,16.7,10.8,20.8,4.2,95.0,1033.0,12.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-22,2014,3,22,81,5,13.7,10.0,18.2,4.8,66.4,1023.5,10.7,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-23,2014,3,23,82,6,16.2,10.8,21.7,4.2,65.5,1005.6,11.2,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-24,2014,3,24,83,0,19.2,13.3,25.0,2.2,57.7,1013.1,9.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-25,2014,3,25,84,1,18.7,14.5,24.3,2.7,70.6,1020.6,9.2,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-26,2014,3,26,85,2,16.5,11.9,20.6,7.6,59.1,1028.0,9.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-27,2014,3,27,86,3,19.3,14.8,23.0,3.9,77.6,1019.0,6.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-28,2014,3,28,87,4,19.2,14.9,25.2,4.1,78.5,1004.9,12.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-29,2014,3,29,88,5,20.8,17.2,25.4,0.9,45.1,997.6,5.7,0,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-30,2014,3,30,89,6,17.4,13.8,21.5,4.8,51.5,1028.9,11.5,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-03-31,2014,3,31,90,0,17.7,13.7,23.0,7.7,80.5,1030.8,8.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-01,2014,4,1,91,1,20.0,16.2,24.7,9.8,95.0,1014.1,9.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-02,2014,4,2,92,2,20.3,14.8,24.9,3.9,76.6,1013.0,6.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-03,2014,4,3,93,3,15.8,10.8,20.4,6.8,56.2,1010.0,14.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-04,2014,4,4,94,4,16.4,10.5,21.9,5.3,79.5,1019.0,6.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-05,2014,4,5,95,5,18.8,14.7,24.4,2.7,73.8,1010.1,8.0,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-06,2014,4,6,96,6,19.3,13.4,22.5,6.8,61.8,1017.0,15.0,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-07,2014,4,7,97,0,17.3,13.2,22.3,3.9,84.6,1005.1,9.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-08,2014,4,8,98,1,21.1,17.2,26.6,6.4,70.1,1006.4,5.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-09,2014,4,9,99,2,19.0,13.0,24.9,6.5,78.9,1016.1,12.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-10,2014,4,10,100,3,20.0,15.6,24.7,5.6,54.2,1014.9,9.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-11,2014,4,11,101,4,21.5,15.6,25.8,5.1,55.1,1004.5,8.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-12,2014,4,12,102,5,19.3,14.1,24.9,5.3,82.0,1009.3,9.5,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-13,2014,4,13,103,6,21.6,18.4,26.2,3.6,95.0,1013.3,7.9,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-14,2014,4,14,104,0,20.1,15.1,24.4,5.5,69.1,1006.4,13.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-15,2014,4,15,105,1,20.7,16.4,25.0,3.5,77.6,1021.4,10.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-16,2014,4,16,106,2,21.0,16.9,24.3,2.2,67.5,1023.5,5.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-17,2014,4,17,107,3,21.3,15.4,26.1,2.8,70.8,1004.5,13.7,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-18,2014,4,18,108,4,20.2,15.8,24.3,7.4,66.2,1012.4,5.1,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-19,2014,4,19,109,5,20.2,15.5,24.6,7.5,68.1,1003.0,13.6,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-20,2014,4,20,110,6,20.8,17.0,25.7,4.5,78.3,1021.2,9.8,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-21,2014,4,21,111,0,19.2,13.2,25.1,12.4,68.8,1016.7,8.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-22,2014,4,22,112,1,19.1,13.6,23.6,5.2,81.0,1012.0,13.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-23,2014,4,23,113,2,24.2,20.1,28.0,4.7,68.1,1022.9,11.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-24,2014,4,24,114,3,20.4,16.5,25.1,6.6,90.9,1023.5,13.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-25,2014,4,25,115,4,21.4,16.5,25.7,7.6,93.3,1013.6,5.2,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-26,2014,4,26,116,5,19.1,15.4,22.9,4.5,71.3,1005.4,11.7,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-27,2014,4,27,117,6,21.8,18.7,26.4,4.5,63.2,1025.6,7.2,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-28,2014,4,28,118,0,22.2,18.6,26.4,5.4,66.4,1015.0,8.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-29,2014,4,29,119,1,20.7,17.4,25.1,17.4,72.6,997.1,11.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-04-30,2014,4,30,120,2,22.0,16.3,26.9,0.7,89.3,968.9,12.5,0,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-01,2014,5,1,121,3,22.6,17.0,27.0,3.3,84.5,1003.6,9.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-02,2014,5,2,122,4,21.5,18.4,27.0,4.5,63.2,1014.1,13.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-03,2014,5,3,123,5,22.7,18.5,28.0,17.9,66.4,1019.1,8.7,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-04,2014,5,4,124,6,23.4,17.4,28.0,6.8,69.6,1020.6,7.8,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-05,2014,5,5,125,0,19.2,15.5,25.1,8.1,95.0,1000.3,12.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-06,2014,5,6,126,1,21.5,16.2,24.7,2.0,72.2,1000.4,6.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-07,2014,5,7,127,2,21.0,15.4,24.4,4.7,95.0,1012.5,13.2,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-08,2014,5,8,128,3,22.4,18.0,26.7,6.6,73.8,1033.1,10.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-09,2014,5,9,129,4,20.4,15.8,25.9,3.3,68.8,1011.0,9.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-10,2014,5,10,130,5,19.8,14.7,24.0,2.3,87.2,996.7,10.3,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-11,2014,5,11,131,6,20.3,16.0,25.8,3.4,61.9,1009.0,7.8,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-12,2014,5,12,132,0,23.1,17.9,27.2,8.5,81.8,1004.9,13.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-13,2014,5,13,133,1,20.8,17.4,24.8,3.1,95.0,1022.7,6.2,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-14,2014,5,14,134,2,19.9,16.5,25.7,2.9,76.1,997.5,10.7,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-15,2014,5,15,135,3,22.6,16.7,26.6,2.7,64.2,1024.0,5.2,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-16,2014,5,16,136,4,21.8,17.5,27.1,2.6,78.8,1025.8,9.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-17,2014,5,17,137,5,23.0,17.8,27.9,1.3,79.8,1014.6,11.7,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-18,2014,5,18,138,6,23.5,19.5,27.3,5.2,77.6,1002.0,12.2,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-19,2014,5,19,139,0,24.2,20.3,28.0,3.2,74.9,1018.5,5.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-20,2014,5,20,140,1,25.2,20.6,28.0,6.4,95.0,1019.2,11.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-21,2014,5,21,141,2,24.1,19.4,28.0,13.2,71.7,1008.0,7.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-22,2014,5,22,142,3,21.5,17.2,26.3,1.9,93.0,988.9,9.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-23,2014,5,23,143,4,21.6,17.8,26.2,5.8,72.3,995.2,11.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-24,2014,5,24,144,5,22.3,17.8,27.4,0.4,75.3,1014.0,7.9,0,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-25,2014,5,25,145,6,23.2,19.0,27.5,3.0,52.2,1016.5,5.4,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-26,2014,5,26,146,0,23.1,17.4,28.0,5.4,90.8,993.1,12.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-27,2014,5,27,147,1,21.8,16.4,26.1,4.7,95.0,1014.2,12.1,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-28,2014,5,28,148,2,23.9,20.0,27.2,5.9,55.5,1015.2,6.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-29,2014,5,29,149,3,23.8,20.1,28.0,2.7,69.4,1016.9,8.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-30,2014,5,30,150,4,21.8,18.1,27.6,9.4,65.2,1001.5,13.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-05-31,2014,5,31,151,5,25.1,20.5,28.0,1.9,69.4,1003.6,14.7,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-01,2014,6,1,152,6,22.7,18.4,27.6,4.7,74.7,1008.0,8.0,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-02,2014,6,2,153,0,23.2,17.4,28.0,1.7,66.9,1016.7,10.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-03,2014,6,3,154,1,20.6,17.5,25.2,6.1,69.8,1021.1,11.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-04,2014,6,4,155,2,24.0,18.2,28.0,3.0,88.7,1013.0,12.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-05,2014,6,5,156,3,23.0,17.9,28.0,2.1,68.6,1029.3,12.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-06,2014,6,6,157,4,22.6,19.1,27.8,2.5,72.8,1016.3,9.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-07,2014,6,7,158,5,21.8,16.4,27.3,7.5,47.7,1015.4,5.6,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-08,2014,6,8,159,6,24.3,19.8,27.6,7.5,85.5,1038.3,9.1,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-09,2014,6,9,160,0,23.1,17.8,28.0,7.8,76.6,1006.9,11.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-10,2014,6,10,161,1,22.8,19.4,27.4,11.0,95.0,1009.0,7.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-11,2014,6,11,162,2,21.9,18.3,24.9,4.4,80.8,1013.8,7.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-12,2014,6,12,163,3,21.8,16.2,26.8,2.6,72.7,1008.1,14.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-13,2014,6,13,164,4,22.9,17.0,27.7,11.5,79.3,1000.8,5.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,4
2014-06-14,2014,6,14,165,5,24.5,19.1,28.0,1.6,49.3,1015.0,11.3,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,4
