date,year,month,quarter,day_of_year,day_of_week,is_weekend,clean_fuel_access,country,country_code,series_name,series_code
2011-09-08,2011,9,3,251,3,0,2.321,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-09,2011,9,3,252,4,0,2.321,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-10,2011,9,3,253,5,1,2.327,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-11,2011,9,3,254,6,1,2.324,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-12,2011,9,3,255,0,0,2.317,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-13,2011,9,3,256,1,0,2.314,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-14,2011,9,3,257,2,0,2.314,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-15,2011,9,3,258,3,0,2.308,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-16,2011,9,3,259,4,0,2.303,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-17,2011,9,3,260,5,1,2.293,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-18,2011,9,3,261,6,1,2.288,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-19,2011,9,3,262,0,0,2.28,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-20,2011,9,3,263,1,0,2.275,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-21,2011,9,3,264,2,0,2.276,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-22,2011,9,3,265,3,0,2.276,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-23,2011,9,3,266,4,0,2.273,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-24,2011,9,3,267,5,1,2.274,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-25,2011,9,3,268,6,1,2.274,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-26,2011,9,3,269,0,0,2.279,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-27,2011,9,3,270,1,0,2.279,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-28,2011,9,3,271,2,0,2.272,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-29,2011,9,3,272,3,0,2.27,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-09-30,2011,9,3,273,4,0,2.271,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-01,2011,10,4,274,5,1,2.275,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-02,2011,10,4,275,6,1,2.269,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-03,2011,10,4,276,0,0,2.268,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-04,2011,10,4,277,1,0,2.266,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-05,2011,10,4,278,2,0,2.267,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-06,2011,10,4,279,3,0,2.266,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-07,2011,10,4,280,4,0,2.267,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-08,2011,10,4,281,5,1,2.259,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-09,2011,10,4,282,6,1,2.265,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-10,2011,10,4,283,0,0,2.261,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-11,2011,10,4,284,1,0,2.259,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-12,2011,10,4,285,2,0,2.257,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-13,2011,10,4,286,3,0,2.254,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-14,2011,10,4,287,4,0,2.249,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-15,2011,10,4,288,5,1,2.25,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-16,2011,10,4,289,6,1,2.252,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-17,2011,10,4,290,0,0,2.25,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-18,2011,10,4,291,1,0,2.245,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-19,2011,10,4,292,2,0,2.241,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-20,2011,10,4,293,3,0,2.241,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-21,2011,10,4,294,4,0,2.237,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-22,2011,10,4,295,5,1,2.233,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-23,2011,10,4,296,6,1,2.233,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-24,2011,10,4,297,0,0,2.231,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-25,2011,10,4,298,1,0,2.236,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-26,2011,10,4,299,2,0,2.24,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-27,2011,10,4,300,3,0,2.239,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-28,2011,10,4,301,4,0,2.243,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-29,2011,10,4,302,5,1,2.242,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-30,2011,10,4,303,6,1,2.236,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-10-31,2011,10,4,304,0,0,2.237,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-01,2011,11,4,305,1,0,2.242,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-02,2011,11,4,306,2,0,2.243,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-03,2011,11,4,307,3,0,2.236,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-04,2011,11,4,308,4,0,2.232,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-05,2011,11,4,309,5,1,2.235,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-06,2011,11,4,310,6,1,2.235,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-07,2011,11,4,311,0,0,2.231,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-08,2011,11,4,312,1,0,2.222,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-09,2011,11,4,313,2,0,2.22,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-10,2011,11,4,314,3,0,2.226,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-11,2011,11,4,315,4,0,2.229,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-12,2011,11,4,316,5,1,2.226,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-13,2011,11,4,317,6,1,2.223,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-14,2011,11,4,318,0,0,2.222,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-15,2011,11,4,319,1,0,2.226,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-16,2011,11,4,320,2,0,2.226,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-17,2011,11,4,321,3,0,2.221,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-18,2011,11,4,322,4,0,2.215,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-19,2011,11,4,323,5,1,2.214,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-20,2011,11,4,324,6,1,2.213,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-21,2011,11,4,325,0,0,2.214,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-22,2011,11,4,326,1,0,2.212,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-23,2011,11,4,327,2,0,2.203,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-24,2011,11,4,328,3,0,2.204,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-25,2011,11,4,329,4,0,2.204,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-26,2011,11,4,330,5,1,2.197,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-27,2011,11,4,331,6,1,2.199,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-28,2011,11,4,332,0,0,2.202,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-29,2011,11,4,333,1,0,2.196,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-11-30,2011,11,4,334,2,0,2.205,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-01,2011,12,4,335,3,0,2.208,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-02,2011,12,4,336,4,0,2.214,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-03,2011,12,4,337,5,1,2.218,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-04,2011,12,4,338,6,1,2.218,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-05,2011,12,4,339,0,0,2.214,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-06,2011,12,4,340,1,0,2.219,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-07,2011,12,4,341,2,0,2.207,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-08,2011,12,4,342,3,0,2.201,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-09,2011,12,4,343,4,0,2.197,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-10,2011,12,4,344,5,1,2.196,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-11,2011,12,4,345,6,1,2.195,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-12,2011,12,4,346,0,0,2.197,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-13,2011,12,4,347,1,0,2.197,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-14,2011,12,4,348,2,0,2.208,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-15,2011,12,4,349,3,0,2.215,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-16,2011,12,4,350,4,0,2.213,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-17,2011,12,4,351,5,1,2.209,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-18,2011,12,4,352,6,1,2.208,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-19,2011,12,4,353,0,0,2.2,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-20,2011,12,4,354,1,0,2.191,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-21,2011,12,4,355,2,0,2.185,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-22,2011,12,4,356,3,0,2.18,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-23,2011,12,4,357,4,0,2.183,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-24,2011,12,4,358,5,1,2.187,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-25,2011,12,4,359,6,1,2.185,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-26,2011,12,4,360,0,0,2.192,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-27,2011,12,4,361,1,0,2.192,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-28,2011,12,4,362,2,0,2.194,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-29,2011,12,4,363,3,0,2.208,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-30,2011,12,4,364,4,0,2.224,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2011-12-31,2011,12,4,365,5,1,2.239,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-01,2012,1,1,1,6,1,2.254,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-02,2012,1,1,2,0,0,2.264,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-03,2012,1,1,3,1,0,2.283,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-04,2012,1,1,4,2,0,2.294,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-05,2012,1,1,5,3,0,2.296,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-06,2012,1,1,6,4,0,2.295,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-07,2012,1,1,7,5,1,2.3,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-08,2012,1,1,8,6,1,2.301,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-09,2012,1,1,9,0,0,2.307,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-10,2012,1,1,10,1,0,2.306,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-11,2012,1,1,11,2,0,2.309,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-12,2012,1,1,12,3,0,2.31,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-13,2012,1,1,13,4,0,2.31,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-14,2012,1,1,14,5,1,2.301,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-15,2012,1,1,15,6,1,2.303,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-16,2012,1,1,16,0,0,2.296,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-17,2012,1,1,17,1,0,2.297,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-18,2012,1,1,18,2,0,2.296,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-19,2012,1,1,19,3,0,2.298,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-20,2012,1,1,20,4,0,2.3,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-21,2012,1,1,21,5,1,2.306,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-22,2012,1,1,22,6,1,2.306,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-23,2012,1,1,23,0,0,2.312,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-24,2012,1,1,24,1,0,2.313,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-25,2012,1,1,25,2,0,2.32,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-26,2012,1,1,26,3,0,2.317,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-27,2012,1,1,27,4,0,2.313,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-28,2012,1,1,28,5,1,2.313,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-29,2012,1,1,29,6,1,2.316,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-30,2012,1,1,30,0,0,2.321,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-01-31,2012,1,1,31,1,0,2.331,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-01,2012,2,1,32,2,0,2.332,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-02,2012,2,1,33,3,0,2.337,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-03,2012,2,1,34,4,0,2.342,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-04,2012,2,1,35,5,1,2.345,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-05,2012,2,1,36,6,1,2.349,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-06,2012,2,1,37,0,0,2.347,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-07,2012,2,1,38,1,0,2.342,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-08,2012,2,1,39,2,0,2.341,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-09,2012,2,1,40,3,0,2.343,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-10,2012,2,1,41,4,0,2.343,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-11,2012,2,1,42,5,1,2.342,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-12,2012,2,1,43,6,1,2.338,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-13,2012,2,1,44,0,0,2.338,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-14,2012,2,1,45,1,0,2.342,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-15,2012,2,1,46,2,0,2.344,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-16,2012,2,1,47,3,0,2.342,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-17,2012,2,1,48,4,0,2.34,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-18,2012,2,1,49,5,1,2.343,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-19,2012,2,1,50,6,1,2.344,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-20,2012,2,1,51,0,0,2.346,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-21,2012,2,1,52,1,0,2.341,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-22,2012,2,1,53,2,0,2.341,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-23,2012,2,1,54,3,0,2.342,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-24,2012,2,1,55,4,0,2.35,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-25,2012,2,1,56,5,1,2.348,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
2012-02-26,2012,2,1,57,6,1,2.354,Cameroon,CMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
