date,year,month,day,day_of_year,item,item_code,value,unit,area,area_code,element,element_code,domain,domain_code,flag,flag_description
2011-09-09,2011,9,9,252,"Wood fuel, non-coniferous",1628,20148.03,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-10,2011,9,10,253,"Wood fuel, non-coniferous",1628,22743.34,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-11,2011,9,11,254,"Wood fuel, non-coniferous",1628,20516.17,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-12,2011,9,12,255,"Wood fuel, non-coniferous",1628,18651.47,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-13,2011,9,13,256,"Wood fuel, non-coniferous",1628,19699.6,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-14,2011,9,14,257,"Wood fuel, non-coniferous",1628,15954.02,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-15,2011,9,15,258,"Wood fuel, non-coniferous",1628,22434.68,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-16,2011,9,16,259,"Wood fuel, non-coniferous",1628,19124.39,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-17,2011,9,17,260,"Wood fuel, non-coniferous",1628,30403.54,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-18,2011,9,18,261,"Wood fuel, non-coniferous",1628,28511.73,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-19,2011,9,19,262,"Wood fuel, non-coniferous",1628,22935.57,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-20,2011,9,20,263,"Wood fuel, non-coniferous",1628,21184.66,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-21,2011,9,21,264,"Wood fuel, non-coniferous",1628,26202.52,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-22,2011,9,22,265,"Wood fuel, non-coniferous",1628,22277.23,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-23,2011,9,23,266,"Wood fuel, non-coniferous",1628,27101.15,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-24,2011,9,24,267,"Wood fuel, non-coniferous",1628,26195.9,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-25,2011,9,25,268,"Wood fuel, non-coniferous",1628,21637.26,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-26,2011,9,26,269,"Wood fuel, non-coniferous",1628,21567.86,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-27,2011,9,27,270,"Wood fuel, non-coniferous",1628,21863.97,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-28,2011,9,28,271,"Wood fuel, non-coniferous",1628,31316.09,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-29,2011,9,29,272,"Wood fuel, non-coniferous",1628,21538.69,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-09-30,2011,9,30,273,"Wood fuel, non-coniferous",1628,23259.41,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-01,2011,10,1,274,"Wood fuel, non-coniferous",1628,24015.52,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-02,2011,10,2,275,"Wood fuel, non-coniferous",1628,20124.62,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-03,2011,10,3,276,"Wood fuel, non-coniferous",1628,21558.75,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-04,2011,10,4,277,"Wood fuel, non-coniferous",1628,27347.78,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-05,2011,10,5,278,"Wood fuel, non-coniferous",1628,27950.91,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-06,2011,10,6,279,"Wood fuel, non-coniferous",1628,25012.78,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-07,2011,10,7,280,"Wood fuel, non-coniferous",1628,24324.67,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-08,2011,10,8,281,"Wood fuel, non-coniferous",1628,17971.79,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-09,2011,10,9,282,"Wood fuel, non-coniferous",1628,26904.65,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-10,2011,10,10,283,"Wood fuel, non-coniferous",1628,18692.88,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-11,2011,10,11,284,"Wood fuel, non-coniferous",1628,23262.71,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-12,2011,10,12,285,"Wood fuel, non-coniferous",1628,19518.31,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-13,2011,10,13,286,"Wood fuel, non-coniferous",1628,23159.36,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-14,2011,10,14,287,"Wood fuel, non-coniferous",1628,20227.73,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-15,2011,10,15,288,"Wood fuel, non-coniferous",1628,22609.58,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-16,2011,10,16,289,"Wood fuel, non-coniferous",1628,25188.81,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-17,2011,10,17,290,"Wood fuel, non-coniferous",1628,19560.55,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-18,2011,10,18,291,"Wood fuel, non-coniferous",1628,30198.94,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-19,2011,10,19,292,"Wood fuel, non-coniferous",1628,27294.3,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-20,2011,10,20,293,"Wood fuel, non-coniferous",1628,21120.47,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-21,2011,10,21,294,"Wood fuel, non-coniferous",1628,24559.63,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-22,2011,10,22,295,"Wood fuel, non-coniferous",1628,19321.12,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-23,2011,10,23,296,"Wood fuel, non-coniferous",1628,20652.02,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-24,2011,10,24,297,"Wood fuel, non-coniferous",1628,28169.41,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-25,2011,10,25,298,"Wood fuel, non-coniferous",1628,27991.25,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-26,2011,10,26,299,"Wood fuel, non-coniferous",1628,27003.39,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-27,2011,10,27,300,"Wood fuel, non-coniferous",1628,22584.4,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-28,2011,10,28,301,"Wood fuel, non-coniferous",1628,24139.23,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-29,2011,10,29,302,"Wood fuel, non-coniferous",1628,26824.05,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-30,2011,10,30,303,"Wood fuel, non-coniferous",1628,21426.5,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-10-31,2011,10,31,304,"Wood fuel, non-coniferous",1628,18845.33,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-01,2011,11,1,305,"Wood fuel, non-coniferous",1628,35897.07,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-02,2011,11,2,306,"Wood fuel, non-coniferous",1628,30518.87,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-03,2011,11,3,307,"Wood fuel, non-coniferous",1628,28753.56,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-04,2011,11,4,308,"Wood fuel, non-coniferous",1628,26340.77,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-05,2011,11,5,309,"Wood fuel, non-coniferous",1628,25574.57,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-06,2011,11,6,310,"Wood fuel, non-coniferous",1628,31513.13,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-07,2011,11,7,311,"Wood fuel, non-coniferous",1628,37161.17,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-08,2011,11,8,312,"Wood fuel, non-coniferous",1628,34754.03,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-09,2011,11,9,313,"Wood fuel, non-coniferous",1628,28910.71,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-10,2011,11,10,314,"Wood fuel, non-coniferous",1628,32131.05,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-11,2011,11,11,315,"Wood fuel, non-coniferous",1628,29715.6,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-12,2011,11,12,316,"Wood fuel, non-coniferous",1628,28963.45,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-13,2011,11,13,317,"Wood fuel, non-coniferous",1628,24138.46,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-14,2011,11,14,318,"Wood fuel, non-coniferous",1628,32057.4,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-15,2011,11,15,319,"Wood fuel, non-coniferous",1628,31155.64,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-16,2011,11,16,320,"Wood fuel, non-coniferous",1628,33812.6,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-17,2011,11,17,321,"Wood fuel, non-coniferous",1628,35874.5,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-18,2011,11,18,322,"Wood fuel, non-coniferous",1628,26842.13,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-19,2011,11,19,323,"Wood fuel, non-coniferous",1628,29712.44,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-20,2011,11,20,324,"Wood fuel, non-coniferous",1628,27040.23,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-21,2011,11,21,325,"Wood fuel, non-coniferous",1628,33628.65,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-22,2011,11,22,326,"Wood fuel, non-coniferous",1628,30129.07,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-23,2011,11,23,327,"Wood fuel, non-coniferous",1628,39141.2,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-24,2011,11,24,328,"Wood fuel, non-coniferous",1628,30203.53,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-25,2011,11,25,329,"Wood fuel, non-coniferous",1628,28161.72,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-26,2011,11,26,330,"Wood fuel, non-coniferous",1628,33281.36,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-27,2011,11,27,331,"Wood fuel, non-coniferous",1628,33634.34,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-28,2011,11,28,332,"Wood fuel, non-coniferous",1628,29717.1,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-29,2011,11,29,333,"Wood fuel, non-coniferous",1628,32661.04,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-11-30,2011,11,30,334,"Wood fuel, non-coniferous",1628,21977.5,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-01,2011,12,1,335,"Wood fuel, non-coniferous",1628,39069.67,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-02,2011,12,2,336,"Wood fuel, non-coniferous",1628,37099.36,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-03,2011,12,3,337,"Wood fuel, non-coniferous",1628,27238.1,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-04,2011,12,4,338,"Wood fuel, non-coniferous",1628,32651.51,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-05,2011,12,5,339,"Wood fuel, non-coniferous",1628,35641.84,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-06,2011,12,6,340,"Wood fuel, non-coniferous",1628,26784.38,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-07,2011,12,7,341,"Wood fuel, non-coniferous",1628,35402.84,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-08,2011,12,8,342,"Wood fuel, non-coniferous",1628,22615.78,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-09,2011,12,9,343,"Wood fuel, non-coniferous",1628,25767.11,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-10,2011,12,10,344,"Wood fuel, non-coniferous",1628,25149.65,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-11,2011,12,11,345,"Wood fuel, non-coniferous",1628,35117.26,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-12,2011,12,12,346,"Wood fuel, non-coniferous",1628,33328.51,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-13,2011,12,13,347,"Wood fuel, non-coniferous",1628,38667.73,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-14,2011,12,14,348,"Wood fuel, non-coniferous",1628,33651.74,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-15,2011,12,15,349,"Wood fuel, non-coniferous",1628,33904.91,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-16,2011,12,16,350,"Wood fuel, non-coniferous",1628,38080.77,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-17,2011,12,17,351,"Wood fuel, non-coniferous",1628,38690.7,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-18,2011,12,18,352,"Wood fuel, non-coniferous",1628,35126.77,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-19,2011,12,19,353,"Wood fuel, non-coniferous",1628,34344.49,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-20,2011,12,20,354,"Wood fuel, non-coniferous",1628,31638.68,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-21,2011,12,21,355,"Wood fuel, non-coniferous",1628,26688.08,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-22,2011,12,22,356,"Wood fuel, non-coniferous",1628,33650.03,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-23,2011,12,23,357,"Wood fuel, non-coniferous",1628,36060.01,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-24,2011,12,24,358,"Wood fuel, non-coniferous",1628,34359.32,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-25,2011,12,25,359,"Wood fuel, non-coniferous",1628,38063.79,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-26,2011,12,26,360,"Wood fuel, non-coniferous",1628,38635.34,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-27,2011,12,27,361,"Wood fuel, non-coniferous",1628,33774.63,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-28,2011,12,28,362,"Wood fuel, non-coniferous",1628,27238.45,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-29,2011,12,29,363,"Wood fuel, non-coniferous",1628,28868.62,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-30,2011,12,30,364,"Wood fuel, non-coniferous",1628,30307.85,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2011-12-31,2011,12,31,365,"Wood fuel, non-coniferous",1628,32470.49,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-01,2012,1,1,1,"Wood fuel, non-coniferous",1628,32055.35,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-02,2012,1,2,2,"Wood fuel, non-coniferous",1628,30136.4,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-03,2012,1,3,3,"Wood fuel, non-coniferous",1628,31236.15,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-04,2012,1,4,4,"Wood fuel, non-coniferous",1628,30103.74,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-05,2012,1,5,5,"Wood fuel, non-coniferous",1628,34777.04,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-06,2012,1,6,6,"Wood fuel, non-coniferous",1628,28941.45,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-07,2012,1,7,7,"Wood fuel, non-coniferous",1628,30183.3,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-08,2012,1,8,8,"Wood fuel, non-coniferous",1628,31208.12,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-09,2012,1,9,9,"Wood fuel, non-coniferous",1628,29623.3,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-10,2012,1,10,10,"Wood fuel, non-coniferous",1628,28475.1,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-11,2012,1,11,11,"Wood fuel, non-coniferous",1628,29050.41,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-12,2012,1,12,12,"Wood fuel, non-coniferous",1628,34932.58,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-13,2012,1,13,13,"Wood fuel, non-coniferous",1628,32198.19,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-14,2012,1,14,14,"Wood fuel, non-coniferous",1628,33542.67,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-15,2012,1,15,15,"Wood fuel, non-coniferous",1628,26201.97,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-16,2012,1,16,16,"Wood fuel, non-coniferous",1628,34463.74,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-17,2012,1,17,17,"Wood fuel, non-coniferous",1628,39628.35,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-18,2012,1,18,18,"Wood fuel, non-coniferous",1628,33047.41,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-19,2012,1,19,19,"Wood fuel, non-coniferous",1628,27326.41,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-20,2012,1,20,20,"Wood fuel, non-coniferous",1628,31659.72,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-21,2012,1,21,21,"Wood fuel, non-coniferous",1628,31375.5,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-22,2012,1,22,22,"Wood fuel, non-coniferous",1628,25630.18,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-23,2012,1,23,23,"Wood fuel, non-coniferous",1628,31473.04,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-24,2012,1,24,24,"Wood fuel, non-coniferous",1628,30777.83,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-25,2012,1,25,25,"Wood fuel, non-coniferous",1628,37886.18,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-26,2012,1,26,26,"Wood fuel, non-coniferous",1628,30926.14,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-27,2012,1,27,27,"Wood fuel, non-coniferous",1628,34827.48,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-28,2012,1,28,28,"Wood fuel, non-coniferous",1628,30419.44,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-29,2012,1,29,29,"Wood fuel, non-coniferous",1628,26443.38,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-30,2012,1,30,30,"Wood fuel, non-coniferous",1628,31197.26,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-01-31,2012,1,31,31,"Wood fuel, non-coniferous",1628,28286.49,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-01,2012,2,1,32,"Wood fuel, non-coniferous",1628,23024.26,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-02,2012,2,2,33,"Wood fuel, non-coniferous",1628,30939.57,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-03,2012,2,3,34,"Wood fuel, non-coniferous",1628,33570.54,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-04,2012,2,4,35,"Wood fuel, non-coniferous",1628,30082.39,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-05,2012,2,5,36,"Wood fuel, non-coniferous",1628,36897.72,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-06,2012,2,6,37,"Wood fuel, non-coniferous",1628,29766.98,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-07,2012,2,7,38,"Wood fuel, non-coniferous",1628,32023.0,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-08,2012,2,8,39,"Wood fuel, non-coniferous",1628,29283.5,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-09,2012,2,9,40,"Wood fuel, non-coniferous",1628,32039.87,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-10,2012,2,10,41,"Wood fuel, non-coniferous",1628,35035.79,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-11,2012,2,11,42,"Wood fuel, non-coniferous",1628,32365.22,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-12,2012,2,12,43,"Wood fuel, non-coniferous",1628,29154.27,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-13,2012,2,13,44,"Wood fuel, non-coniferous",1628,37010.73,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-14,2012,2,14,45,"Wood fuel, non-coniferous",1628,30344.17,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-15,2012,2,15,46,"Wood fuel, non-coniferous",1628,46111.33,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-16,2012,2,16,47,"Wood fuel, non-coniferous",1628,33619.01,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-17,2012,2,17,48,"Wood fuel, non-coniferous",1628,26154.91,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-18,2012,2,18,49,"Wood fuel, non-coniferous",1628,37367.3,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-19,2012,2,19,50,"Wood fuel, non-coniferous",1628,28058.58,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-20,2012,2,20,51,"Wood fuel, non-coniferous",1628,30664.71,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-21,2012,2,21,52,"Wood fuel, non-coniferous",1628,30048.66,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-22,2012,2,22,53,"Wood fuel, non-coniferous",1628,33871.88,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-23,2012,2,23,54,"Wood fuel, non-coniferous",1628,24826.73,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-24,2012,2,24,55,"Wood fuel, non-coniferous",1628,31771.19,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-25,2012,2,25,56,"Wood fuel, non-coniferous",1628,27671.32,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-26,2012,2,26,57,"Wood fuel, non-coniferous",1628,35569.01,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-27,2012,2,27,58,"Wood fuel, non-coniferous",1628,26286.06,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-28,2012,2,28,59,"Wood fuel, non-coniferous",1628,31751.98,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-02-29,2012,2,29,60,"Wood fuel, non-coniferous",1628,39545.42,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-03-01,2012,3,1,61,"Wood fuel, non-coniferous",1628,25743.63,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-03-02,2012,3,2,62,"Wood fuel, non-coniferous",1628,27650.19,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-03-03,2012,3,3,63,"Wood fuel, non-coniferous",1628,21495.52,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2012-03-04,2012,3,4,64,"Wood fuel, non-coniferous",1628,23049.89,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
