date,temperature_avg,rainfall_mm,humidity_avg,wind_speed_kmh,season,woodfuel_production_m3,year,month,quarter,day_of_year,day_of_week,is_weekend,temp_7d_avg,temp_30d_avg,temperature_lag1,rainfall_7d_avg,rainfall_30d_cumulative,rainfall_lag1,woodfuel_7d_avg,woodfuel_30d_avg,woodfuel_lag1,woodfuel_lag7,is_dry_season,is_rainy_season
2010-10-31,16.3,5.6,64.5,13.3,Rainy,17187.14,2010,10,4,304,6,1,15.62857142857143,15.45,16.8,4.214285714285714,129.3,12.0,24165.27571428571,26542.083,20331.93,25546.48,0,1
2010-11-01,15.2,0.4,66.3,8.3,Dry,26783.22,2010,11,4,305,0,0,15.728571428571428,15.373333333333335,16.3,3.342857142857143,127.7,5.6,26174.071428571428,26716.654666666665,17187.14,27888.21,1,0
2010-11-02,17.2,0.1,76.5,13.4,Dry,26599.61,2010,11,4,306,1,0,15.428571428571429,15.34,15.2,2.7857142857142856,127.3,0.4,27500.684285714284,26879.453333333335,26783.22,19940.88,1,0
2010-11-03,12.7,1.0,68.4,13.4,Dry,33544.99,2010,11,4,307,2,0,15.214285714285714,15.283333333333333,17.2,1.1428571428571428,125.60000000000001,0.1,29419.53857142857,26776.767666666667,26599.61,18238.69,1,0
2010-11-04,17.0,0.1,83.1,10.9,Dry,35155.56,2010,11,4,308,3,0,15.028571428571428,15.25,12.7,0.42857142857142855,115.6,1.0,32058.674285714285,27009.855999999996,33544.99,21093.99,1,0
2010-11-05,12.8,0.3,63.3,13.6,Dry,32902.34,2010,11,4,309,4,0,14.785714285714286,15.270000000000001,17.0,0.4714285714285714,113.1,0.1,32622.942857142858,27027.290333333334,35155.56,23616.05,1,0
2010-11-06,15.3,0.5,64.1,9.7,Dry,33763.91,2010,11,4,310,5,1,14.37142857142857,15.16,12.8,0.4571428571428572,105.0,0.3,32720.722857142857,27481.217,32902.34,20331.93,1,0
2010-11-07,15.0,0.6,79.1,7.8,Dry,35661.09,2010,11,4,311,6,1,14.685714285714287,15.083333333333334,15.3,0.7000000000000001,99.60000000000001,0.5,31866.672857142858,27730.694,33763.91,17187.14,1,0
2010-11-08,13.5,0.7,80.9,7.7,Dry,30733.1,2010,11,4,312,0,0,14.885714285714288,14.976666666666667,15.0,0.8714285714285716,91.69999999999999,0.6,31516.56142857143,27875.61966666667,35661.09,26783.22,1,0
2010-11-09,14.3,0.0,72.2,12.5,Dry,27284.07,2010,11,4,313,1,0,14.771428571428572,14.823333333333334,13.5,0.9,88.5,0.7,30196.58142857143,28084.72566666667,30733.1,26599.61,1,0
2010-11-10,14.9,2.7,64.1,14.9,Dry,27566.64,2010,11,4,314,2,0,14.528571428571428,14.763333333333332,14.3,0.8857142857142858,87.0,0.0,29231.262857142858,28098.454,27284.07,33544.99,1,0
2010-11-11,18.4,1.3,78.1,5.5,Dry,32704.78,2010,11,4,315,3,0,14.528571428571428,14.833333333333334,14.9,0.8285714285714286,81.3,2.7,28397.178571428572,28401.429,27566.64,35155.56,1,0
2010-11-12,12.0,0.5,91.3,10.3,Dry,23662.48,2010,11,4,316,4,0,14.685714285714285,14.719999999999999,18.4,0.7428571428571429,77.5,1.3,29163.894285714287,28783.928333333333,32704.78,32902.34,1,0
2010-11-13,13.6,0.4,72.6,13.0,Dry,27006.68,2010,11,4,317,5,1,14.62857142857143,14.583333333333334,12.0,0.7857142857142857,74.3,0.5,29743.34857142857,29098.829333333335,23662.48,33763.91,1,0
2010-11-14,15.0,0.2,78.6,13.0,Dry,29822.5,2010,11,4,318,6,1,14.542857142857143,14.59,13.6,0.42857142857142855,67.3,0.4,29199.484285714287,29294.228,27006.68,35661.09,1,0
2010-11-15,14.6,0.1,74.9,14.4,Dry,36100.11,2010,11,4,319,0,0,13.957142857142857,14.479999999999999,15.0,0.3,65.7,0.2,29132.764285714286,29544.41,29822.5,30733.1,1,0
2010-11-16,13.9,0.3,89.6,12.8,Dry,31340.25,2010,11,4,320,1,0,14.457142857142856,14.433333333333334,14.6,0.32857142857142857,65.69999999999999,0.1,29652.41714285714,29961.402333333335,36100.11,27284.07,1,0
2010-11-17,14.3,0.2,81.8,6.5,Dry,23759.59,2010,11,4,321,2,0,14.37142857142857,14.326666666666666,13.9,0.3285714285714286,62.900000000000006,0.3,30110.49857142857,30185.412666666663,31340.25,27566.64,1,0
2010-11-18,14.3,0.4,81.0,7.0,Dry,32237.74,2010,11,4,322,3,0,13.942857142857141,14.246666666666666,14.3,0.8142857142857143,60.0,0.2,30251.21857142857,30540.154333333332,23759.59,32704.78,1,0
2010-11-19,15.5,0.7,84.5,9.7,Dry,27300.05,2010,11,4,323,4,0,13.785714285714286,14.253333333333334,14.3,0.9142857142857144,59.6,0.4,29019.162857142856,30341.293999999998,32237.74,23662.48,1,0
2010-11-20,13.0,0.4,89.8,8.5,Dry,30213.25,2010,11,4,324,5,1,13.87142857142857,14.126666666666667,15.5,0.9,56.400000000000006,0.7,29087.65,30317.082000000002,27300.05,27006.68,1,0
2010-11-21,12.0,3.6,81.7,6.3,Dry,30807.54,2010,11,4,325,6,1,13.8,14.176666666666668,13.0,0.9285714285714287,53.199999999999996,0.4,29736.28857142857,30345.729000000003,30213.25,29822.5,1,0
2010-11-22,13.5,0.8,95.0,12.9,Dry,27475.72,2010,11,4,326,0,0,14.057142857142859,14.066666666666666,12.0,1.0142857142857145,51.0,3.6,29278.058571428573,30191.989333333335,30807.54,36100.11,1,0
2010-11-23,14.5,0.2,67.2,10.3,Dry,31819.66,2010,11,4,327,1,0,13.971428571428573,14.003333333333332,13.5,0.9285714285714286,50.6,0.8,29622.861428571432,29934.51666666667,27475.72,31340.25,1,0
2010-11-24,13.8,0.4,82.3,11.7,Dry,28300.06,2010,11,4,328,2,0,13.857142857142858,14.083333333333334,14.5,1.042857142857143,49.300000000000004,0.2,29669.685714285715,29958.283333333333,31819.66,23759.59,1,0
2010-11-25,16.1,1.0,91.7,13.0,Dry,29030.13,2010,11,4,329,3,0,14.3,14.153333333333332,13.8,0.6714285714285715,49.1,0.4,29479.75285714286,30128.946333333333,28300.06,32237.74,1,0
2010-11-26,14.9,0.1,75.4,5.2,Dry,29713.67,2010,11,4,330,4,0,14.3,14.086666666666668,16.1,0.7571428571428572,45.0,1.0,29531.420000000002,30305.045666666665,29030.13,27300.05,1,0
2010-11-27,12.2,1.2,74.1,13.2,Dry,30541.02,2010,11,4,331,5,1,14.357142857142858,13.873333333333335,14.9,0.7857142857142857,40.0,0.1,29228.170000000002,30261.597666666665,29713.67,30213.25,1,0
2010-11-28,15.1,1.0,66.6,12.2,Dry,29478.01,2010,11,4,332,6,1,14.099999999999998,13.873333333333335,12.2,0.8285714285714285,36.8,1.2,29971.522857142856,30701.201,30541.02,30807.54,1,0
2010-11-29,13.5,1.4,81.4,5.6,Dry,27837.39,2010,11,4,333,0,0,13.914285714285715,13.82,15.1,0.7285714285714285,26.2,1.0,31144.627142857145,30756.904333333336,29478.01,27475.72,1,0
2010-11-30,14.9,0.4,79.4,9.4,Dry,29696.91,2010,11,4,334,1,0,13.628571428571428,13.833333333333334,13.5,0.8285714285714285,21.000000000000004,1.4,30839.700000000004,30684.284333333333,27837.39,31819.66,1,0
2010-12-01,12.0,0.7,90.7,13.5,Dry,33503.53,2010,12,4,335,2,0,13.771428571428572,13.856666666666666,14.9,0.8428571428571429,21.3,0.4,31395.154285714285,30707.971,29696.91,28300.06,1,0
2010-12-02,14.8,0.3,76.9,7.6,Dry,37241.86,2010,12,4,336,3,0,13.657142857142857,13.793333333333333,12.0,0.8857142857142858,21.5,0.7,32007.117142857143,30619.908,33503.53,29030.13,1,0
2010-12-03,12.9,0.8,84.1,9.3,Dry,27579.18,2010,12,4,337,4,0,13.442857142857141,13.716666666666667,14.8,0.7428571428571429,21.299999999999997,0.3,32194.87857142857,30817.364,37241.86,29713.67,1,0
2010-12-04,13.2,1.3,72.4,14.2,Dry,34429.2,2010,12,4,338,5,1,13.185714285714287,13.74,12.9,0.7714285714285715,22.5,0.8,31943.45,30699.15,27579.18,30541.02,1,0
2010-12-05,14.3,1.3,72.4,6.3,Dry,33761.75,2010,12,4,339,6,1,13.742857142857144,13.626666666666665,13.2,0.7000000000000001,23.5,1.3,31649.53142857143,30834.381666666664,34429.2,29478.01,1,0
2010-12-06,12.0,0.4,84.1,7.1,Dry,29151.72,2010,12,4,340,0,0,13.971428571428572,13.623333333333333,14.3,0.6857142857142857,23.4,1.3,30958.402857142853,30616.664666666664,33761.75,27837.39,1,0
2010-12-07,13.1,0.6,87.9,9.5,Dry,27936.91,2010,12,4,341,1,0,13.971428571428572,13.659999999999998,12.0,0.6714285714285715,23.4,0.4,31711.32285714286,30450.129666666668,29151.72,29696.91,1,0
2010-12-08,15.9,0.2,65.1,12.0,Dry,31446.1,2010,12,4,342,2,0,13.799999999999999,13.609999999999998,13.1,0.5571428571428572,22.9,0.6,31278.771428571432,30400.133333333335,27936.91,33503.53,1,0
2010-12-09,16.4,0.2,88.8,10.6,Dry,32403.96,2010,12,4,343,3,0,13.471428571428572,13.563333333333333,15.9,0.7285714285714285,23.099999999999998,0.2,31720.032857142858,30553.734333333334,31446.1,37241.86,1,0
2010-12-10,12.9,0.7,87.9,15.0,Dry,32849.62,2010,12,4,344,4,0,13.471428571428572,13.573333333333334,16.4,0.8428571428571429,21.1,0.2,31652.327142857142,30417.167333333335,32403.96,27579.18,1,0
2010-12-11,12.0,0.5,95.0,6.2,Dry,31401.34,2010,12,4,345,5,1,13.799999999999999,13.58,12.9,1.1428571428571428,20.3,0.7,31610.46857142857,30683.302,32849.62,34429.2,1,0
2010-12-12,12.0,2.5,86.3,13.2,Dry,36850.58,2010,12,4,346,6,1,13.714285714285714,13.503333333333334,12.0,1.2571428571428573,22.3,0.5,32376.84142857143,30490.283333333333,31401.34,33761.75,1,0
2010-12-13,12.0,1.2,40.0,5.3,Dry,28677.78,2010,12,4,347,0,0,13.085714285714285,13.573333333333332,12.0,1.3285714285714287,23.1,2.5,31847.47,30509.022666666668,36850.58,29151.72,1,0
2010-12-14,15.4,2.7,91.6,8.1,Dry,27643.9,2010,12,4,348,1,0,12.957142857142857,13.533333333333333,12.0,1.3571428571428572,25.6,1.2,31395.13428571428,30787.829,28677.78,27936.91,1,0
2010-12-15,15.3,1.0,59.9,8.0,Dry,36810.71,2010,12,4,349,2,0,13.385714285714286,13.56,15.4,1.3428571428571427,26.5,2.7,31007.98857142857,30777.476000000002,27643.9,31446.1,1,0
2010-12-16,12.0,0.7,84.2,11.2,Dry,28698.36,2010,12,4,350,3,0,13.400000000000002,13.569999999999999,15.3,1.0857142857142859,26.9,1.0,30223.191428571427,30907.771,36810.71,32403.96,1,0
2010-12-17,12.0,0.9,68.0,7.1,Dry,29683.27,2010,12,4,351,4,0,13.528571428571428,13.569999999999999,12.0,0.942857142857143,27.6,0.7,29509.471428571425,30886.53766666667,28698.36,32849.62,1,0
2010-12-18,15.0,0.4,61.3,5.2,Dry,28691.32,2010,12,4,352,5,1,13.200000000000001,13.476666666666667,12.0,0.6,27.6,0.9,29247.698571428573,30423.623666666666,29683.27,31401.34,1,0
2010-12-19,12.1,0.7,76.1,8.9,Dry,31357.0,2010,12,4,353,6,1,12.72857142857143,13.486666666666666,15.0,0.4857142857142857,27.599999999999998,0.4,27699.85857142857,30598.835000000003,28691.32,36850.58,1,0
2010-12-20,12.9,0.2,68.4,13.0,Dry,23681.74,2010,12,4,354,0,0,12.885714285714286,13.516666666666667,12.1,0.4142857142857143,27.4,0.7,28804.048571428575,30594.265,31357.0,28677.78,1,0
2010-12-21,13.1,0.3,80.6,8.1,Dry,25811.49,2010,12,4,355,1,0,13.185714285714285,13.533333333333333,12.9,0.3,24.099999999999998,0.2,28021.160000000003,30795.09933333333,23681.74,27643.9,1,0
2010-12-22,12.0,0.2,70.5,5.6,Dry,25975.83,2010,12,4,356,2,0,13.37142857142857,13.533333333333333,13.1,0.5857142857142856,23.5,0.3,29210.138571428575,31004.228666666666,25811.49,36810.71,1,0
2010-12-23,13.1,0.2,58.9,5.4,Dry,36427.69,2010,12,4,357,3,0,13.442857142857141,13.606666666666667,12.0,0.4857142857142857,23.5,0.2,28148.15428571429,31397.37933333333,25975.83,28698.36,1,0
2010-12-24,14.1,0.1,69.1,10.7,Dry,24203.05,2010,12,4,358,4,0,13.642857142857142,13.503333333333332,13.1,0.5285714285714286,23.2,0.2,29208.362857142864,31581.699333333334,36427.69,29683.27,1,0
2010-12-25,16.3,2.4,91.2,7.8,Dry,37014.17,2010,12,4,359,5,1,13.757142857142856,13.403333333333334,14.1,0.6571428571428573,24.6,0.1,30927.035714285714,31628.174,24203.05,28691.32,1,0
2010-12-26,12.6,0.0,95.0,6.1,Dry,23923.11,2010,12,4,360,6,1,14.085714285714285,13.433333333333334,16.3,0.7285714285714285,24.5,2.4,31148.602857142858,31738.154333333332,37014.17,31357.0,1,0
2010-12-27,14.3,0.5,73.5,5.1,Dry,31103.2,2010,12,4,361,0,0,14.385714285714286,13.443333333333332,12.6,0.9,23.8,0.0,30745.469999999998,31819.175,23923.11,23681.74,1,0
2010-12-28,13.9,1.2,61.7,13.9,Dry,37842.2,2010,12,4,362,1,0,14.085714285714287,13.506666666666666,14.3,0.942857142857143,24.0,0.5,31983.109999999997,31799.294666666665,31103.2,25811.49,1,0
2010-12-29,14.3,0.7,74.5,5.6,Dry,27526.8,2010,12,4,363,2,0,13.471428571428573,13.536666666666665,13.9,0.6714285714285715,23.3,1.2,30031.719999999998,31998.31,37842.2,25975.83,1,0
2010-12-30,15.2,1.4,54.4,8.9,Dry,33605.76,2010,12,4,364,3,0,13.557142857142859,13.466666666666667,14.3,0.7285714285714285,24.299999999999997,0.7,31304.921428571426,31923.549,27526.8,36427.69,1,0
2010-12-31,12.0,0.4,59.6,5.3,Dry,32866.53,2010,12,4,365,4,0,13.528571428571428,13.373333333333333,15.2,0.7714285714285715,24.0,1.4,31760.478571428568,31825.437333333328,33605.76,24203.05,1,0
2011-01-01,12.0,0.5,81.3,14.3,Dry,23354.44,2011,1,1,1,5,1,13.657142857142857,13.476666666666667,12.0,0.6428571428571429,24.2,0.4,32038.27571428571,31994.495,32866.53,37014.17,1,0
2011-01-02,13.2,0.4,46.7,10.4,Dry,32835.52,2011,1,1,2,6,1,13.328571428571427,13.476666666666667,12.0,0.7428571428571429,23.8,0.5,33166.67571428571,32325.713999999996,23354.44,23923.11,1,0
2011-01-03,14.1,0.8,62.1,9.6,Dry,34292.1,2011,1,1,3,0,0,13.342857142857142,13.403333333333332,13.2,0.5571428571428572,23.3,0.4,34041.771428571425,32383.724666666665,32835.52,31103.2,1,0
2011-01-04,14.8,0.3,86.5,10.3,Dry,39786.78,2011,1,1,4,1,0,13.457142857142857,13.486666666666668,14.1,0.6142857142857142,22.3,0.8,34628.79571428571,32476.84933333333,34292.1,37842.2,1,0
2011-01-05,12.0,1.4,85.2,10.1,Dry,35425.6,2011,1,1,5,2,0,13.657142857142857,13.553333333333333,14.8,0.5428571428571429,23.3,0.3,36120.76142857143,32831.709,39786.78,27526.8,1,0
2011-01-06,15.3,0.1,72.5,9.4,Dry,39731.43,2011,1,1,6,3,0,13.742857142857146,13.530000000000001,12.0,0.5714285714285714,22.8,1.4,36594.12,33092.509,35425.6,33605.76,1,0
2011-01-07,12.8,0.8,75.0,6.6,Dry,36975.7,2011,1,1,7,4,0,13.485714285714286,13.530000000000001,15.3,0.5,23.400000000000002,0.1,36528.38571428571,33335.62833333333,39731.43,32866.53,1,0
2011-01-08,13.4,0.0,87.0,5.3,Dry,33798.2,2011,1,1,8,5,1,13.357142857142858,13.596666666666666,12.8,0.5428571428571428,23.200000000000003,0.8,36023.72714285714,33119.20633333333,36975.7,23354.44,1,0
2011-01-09,13.8,0.6,63.6,11.9,Dry,36149.03,2011,1,1,9,6,1,13.485714285714286,13.629999999999999,13.4,0.39999999999999997,23.099999999999998,0.0,35912.67571428572,33437.85133333333,33798.2,32835.52,1,0
2011-01-10,12.3,0.3,68.8,12.7,Dry,33831.96,2011,1,1,10,0,0,13.200000000000001,13.580000000000002,13.8,0.4714285714285714,22.9,0.6,33865.48142857143,33211.07266666667,36149.03,34292.1,1,0
2011-01-11,13.9,0.6,82.0,6.3,Dry,36254.17,2011,1,1,11,1,0,13.157142857142857,13.563333333333333,12.3,0.35714285714285715,21.0,0.3,33421.432857142856,33445.098000000005,33831.96,39786.78,1,0
2011-01-12,12.9,0.4,63.1,14.2,Dry,34648.24,2011,1,1,12,2,0,13.400000000000002,13.486666666666666,13.9,0.4428571428571428,20.2,0.6,33417.41714285714,33277.852666666666,36254.17,35425.6,1,0
2011-01-13,13.3,0.6,73.1,14.8,Dry,25401.07,2011,1,1,13,3,0,13.142857142857142,13.506666666666666,12.9,0.4571428571428572,18.1,0.4,33913.24714285714,33161.61666666667,34648.24,39731.43,1,0
2011-01-14,12.5,0.0,87.3,10.0,Dry,33867.36,2011,1,1,14,4,0,13.214285714285714,13.553333333333335,13.3,0.45714285714285713,17.1,0.6,33427.48714285714,33047.609,25401.07,36975.7,1,0
2011-01-15,15.1,0.6,53.5,14.6,Dry,33770.09,2011,1,1,15,5,1,13.314285714285715,13.51,12.5,0.4142857142857142,17.0,0.0,33126.997142857144,33007.14666666666,33867.36,33798.2,1,0
2011-01-16,12.0,0.7,95.0,11.5,Dry,39619.84,2011,1,1,16,6,1,13.6,13.546666666666669,15.1,0.39999999999999997,16.799999999999997,0.6,33081.18142857143,32938.26866666666,33770.09,36149.03,1,0
2011-01-17,12.8,0.3,87.8,5.5,Dry,30431.64,2011,1,1,17,0,0,13.471428571428573,13.616666666666667,12.0,0.4142857142857143,16.7,0.7,34257.52714285714,33182.772666666664,39619.84,33831.96,1,0
2011-01-18,14.6,0.3,73.7,13.3,Dry,34150.74,2011,1,1,18,1,0,13.400000000000002,13.746666666666668,12.8,0.7857142857142857,16.3,0.3,34172.10571428571,33188.390666666666,30431.64,36254.17,1,0
2011-01-19,14.9,0.3,60.9,5.3,Dry,34327.53,2011,1,1,19,2,0,13.4,13.72,14.6,0.8428571428571427,16.400000000000002,0.3,33624.24,32946.223333333335,34150.74,34648.24,1,0
2011-01-20,12.4,0.7,83.6,7.6,Dry,33635.49,2011,1,1,20,3,0,13.842857142857142,13.723333333333333,14.9,0.7714285714285715,16.8,0.3,32787.462857142855,32819.30066666666,34327.53,25401.07,1,0
2011-01-21,12.0,2.6,78.6,13.0,Dry,33269.41,2011,1,1,21,4,0,14.12857142857143,13.81,12.4,0.8571428571428571,19.200000000000003,0.7,32755.91571428571,32870.55933333333,33635.49,33867.36,1,0
2011-01-22,15.1,1.0,56.1,12.5,Dry,29935.03,2011,1,1,22,5,1,13.771428571428572,13.753333333333332,12.0,1.042857142857143,20.0,2.6,32297.791428571425,32532.22766666667,33269.41,33770.09,1,0
2011-01-23,15.1,0.2,66.2,9.9,Dry,33762.4,2011,1,1,23,6,1,13.357142857142858,13.8,15.1,1.2571428571428573,20.1,1.0,31120.407142857144,32249.68633333333,29935.03,39619.84,1,0
2011-01-24,14.8,0.9,83.8,10.8,Dry,30210.81,2011,1,1,24,0,0,13.657142857142857,13.823333333333332,15.1,1.4857142857142858,18.599999999999998,0.2,31223.21142857143,32084.728,33762.4,30431.64,1,0
2011-01-25,12.1,1.6,65.5,9.4,Dry,30943.87,2011,1,1,25,1,0,14.185714285714285,13.763333333333332,14.8,1.1285714285714286,20.2,0.9,29914.234285714287,31993.353666666666,30210.81,34150.74,1,0
2011-01-26,12.0,1.8,75.4,13.4,Dry,26085.84,2011,1,1,26,2,0,14.014285714285714,13.833333333333334,12.1,1.342857142857143,21.5,1.6,30265.214285714286,31851.325,30943.87,34327.53,1,0
2011-01-27,14.5,2.3,74.6,12.3,Dry,34355.12,2011,1,1,27,3,0,13.72857142857143,13.836666666666666,12.0,1.342857142857143,22.599999999999998,1.8,29842.04142857143,31804.728333333333,26085.84,33635.49,1,0
2011-01-28,15.7,0.1,75.2,10.5,Dry,24106.57,2011,1,1,28,4,0,13.62857142857143,13.91,14.5,1.3,22.0,2.3,29910.434285714287,31635.493333333332,34355.12,33269.41,1,0
2011-01-29,13.9,2.5,86.7,6.9,Dry,32391.89,2011,1,1,29,5,1,14.342857142857143,14.043333333333333,15.7,1.2428571428571427,23.1,0.1,30204.74714285714,31734.487333333334,24106.57,29935.03,1,0
2011-01-30,13.1,0.2,63.0,14.7,Dry,30800.19,2011,1,1,30,6,1,14.528571428571428,14.19,13.9,1.1142857142857143,22.9,2.5,30339.21,31441.181333333334,32391.89,33762.4,1,0
2011-01-31,14.1,0.6,65.8,9.2,Dry,30689.56,2011,1,1,31,0,0,14.585714285714285,14.219999999999999,13.1,0.8571428571428571,23.0,0.2,30571.207142857143,30957.348666666665,30800.19,30210.81,1,0
2011-02-01,17.1,1.2,65.5,12.7,Dry,33004.06,2011,2,1,32,1,0,14.428571428571429,14.37,14.1,0.9142857142857144,23.8,0.6,32407.891428571427,30780.430333333334,30689.56,30943.87,1,0
2011-02-02,13.3,0.9,70.1,15.0,Dry,27027.08,2011,2,1,33,2,0,14.385714285714286,14.473333333333334,17.1,0.5571428571428572,23.9,1.2,32006.40428571429,30981.894333333334,33004.06,26085.84,1,0
2011-02-03,14.9,0.5,87.1,11.2,Dry,35979.1,2011,2,1,34,3,0,14.542857142857143,14.496666666666666,13.3,0.9714285714285714,24.099999999999998,0.9,31677.72857142857,31013.749333333333,27027.08,34355.12,1,0
2011-02-04,14.6,0.5,64.1,11.7,Dry,36963.36,2011,2,1,35,4,0,14.542857142857143,14.45,14.9,1.0285714285714287,23.2,0.5,31414.855714285713,30852.736666666668,35979.1,24106.57,1,0
2011-02-05,13.6,0.0,74.2,10.4,Dry,29581.48,2011,2,1,36,5,1,13.814285714285713,14.573333333333332,14.6,1.342857142857143,23.099999999999998,0.5,31472.532857142858,30773.254,36963.36,32391.89,1,0
2011-02-06,14.2,3.1,82.4,6.0,Dry,28499.46,2011,2,1,37,6,1,13.971428571428572,14.803333333333335,13.6,1.3285714285714285,25.4,0.0,31835.964285714286,30581.487999999998,29581.48,30800.19,1,0
2011-02-07,14.1,1.0,62.5,9.6,Dry,28849.45,2011,2,1,38,0,0,13.842857142857143,14.876666666666667,14.2,1.3285714285714285,26.4,3.1,31675.56,30624.321333333333,28499.46,30689.56,1,0
2011-02-08,12.0,3.4,73.2,9.8,Dry,33407.8,2011,2,1,39,1,0,13.914285714285713,14.916666666666666,14.1,1.4285714285714286,29.2,1.0,30619.535714285714,30541.669666666665,28849.45,33004.06,1,0
2011-02-09,14.4,0.8,42.6,7.1,Dry,29571.1,2011,2,1,40,2,0,14.442857142857141,14.966666666666667,12.0,1.5285714285714285,29.7,3.4,30446.594285714284,30599.332666666665,33407.8,27027.08,1,0
2011-02-10,14.0,0.5,94.0,14.8,Dry,34856.27,2011,2,1,41,3,0,14.828571428571427,15.053333333333335,14.4,1.1142857142857143,29.599999999999998,0.8,29956.411428571428,30618.047333333332,29571.1,35979.1,1,0
2011-02-11,15.1,1.2,64.7,14.6,Dry,29571.19,2011,2,1,42,4,0,15.1,15.180000000000001,14.0,0.9857142857142857,30.4,0.5,28585.791428571425,30827.719999999998,34856.27,36963.36,1,0
2011-02-12,17.3,0.7,95.0,14.6,Dry,28370.89,2011,2,1,43,5,1,15.742857142857144,15.206666666666669,15.1,0.5285714285714286,30.499999999999996,1.2,28715.004285714287,30701.696333333333,29571.19,29581.48,1,0
2011-02-13,16.9,0.2,87.7,11.0,Dry,25068.18,2011,2,1,44,6,1,15.957142857142857,15.126666666666667,17.3,0.4142857142857143,30.7,0.7,29701.355714285713,30945.854333333333,28370.89,28499.46,1,0
2011-02-14,16.0,0.1,60.1,8.6,Dry,19255.11,2011,2,1,45,0,0,16.142857142857142,15.2,16.9,0.4142857142857143,30.2,0.2,29737.08714285714,30972.23166666667,25068.18,28849.45,1,0
2011-02-15,16.5,0.2,58.3,13.4,Dry,34312.29,2011,2,1,46,1,0,15.914285714285715,15.266666666666667,16.0,0.2571428571428572,29.7,0.1,29726.510000000002,30626.828666666665,19255.11,33407.8,1,0
2011-02-16,15.9,0.0,74.8,9.7,Dry,36475.56,2011,2,1,47,2,0,15.742857142857142,15.3,16.5,0.21428571428571427,29.4,0.2,30137.955714285716,30276.398333333334,34312.29,29571.1,1,0
2011-02-17,15.3,0.5,78.0,9.6,Dry,35106.39,2011,2,1,48,3,0,16.02857142857143,15.229999999999999,15.9,0.35714285714285715,29.599999999999998,0.0,30487.705714285716,29896.486666666668,36475.56,34856.27,1,0
2011-02-18,13.5,0.1,71.4,11.1,Dry,29497.15,2011,2,1,49,4,0,16.214285714285715,15.346666666666666,15.3,0.5857142857142856,29.4,0.5,32196.980000000003,29687.359,35106.39,29571.19,1,0
2011-02-19,16.1,0.4,65.0,7.3,Dry,31251.01,2011,2,1,50,5,1,16.185714285714287,15.396666666666668,13.5,0.5714285714285714,29.099999999999998,0.1,31764.202857142856,29239.417333333335,29497.15,28370.89,1,0
2011-02-20,18.9,1.2,95.0,5.6,Dry,27516.43,2011,2,1,51,6,1,16.242857142857144,15.413333333333332,16.1,0.6142857142857142,27.700000000000003,0.4,31116.365714285716,28709.32233333333,31251.01,25068.18,1,0
2011-02-21,17.3,1.7,76.4,10.8,Dry,31220.03,2011,2,1,52,0,0,16.157142857142855,15.533333333333333,18.9,0.5571428571428572,28.400000000000002,1.2,30601.925714285713,28474.880666666664,27516.43,19255.11,1,0
2011-02-22,16.3,0.1,88.7,14.5,Dry,31282.85,2011,2,1,53,1,0,16.485714285714288,15.603333333333333,17.3,0.7142857142857143,28.299999999999997,1.7,31013.192857142854,28509.29433333333,31220.03,34312.29,1,0
2011-02-23,16.3,0.3,63.6,12.1,Dry,31940.7,2011,2,1,54,2,0,16.371428571428574,15.666666666666666,16.3,0.8142857142857142,27.7,0.1,30916.535714285714,28400.62766666667,31282.85,36475.56,1,0
2011-02-24,14.7,0.1,86.4,10.6,Dry,31505.31,2011,2,1,55,3,0,15.571428571428571,15.84,16.3,0.6571428571428573,26.2,0.3,31475.804285714286,27876.423333333332,31940.7,35106.39,1,0
2011-02-25,15.8,1.2,70.0,9.9,Dry,32376.02,2011,2,1,56,4,0,15.400000000000002,15.906666666666668,14.7,0.4571428571428572,25.599999999999998,0.1,31756.25857142857,27936.755666666668,31505.31,29497.15,1,0
2011-02-26,15.3,1.1,60.4,12.5,Dry,30574.41,2011,2,1,57,5,1,15.228571428571428,15.963333333333335,15.8,0.6,24.400000000000002,1.2,30207.00857142857,27548.284333333333,32376.02,31251.01,1,0
2011-02-27,13.3,0.1,78.5,5.7,Dry,31431.31,2011,2,1,58,6,1,15.057142857142859,15.92,15.3,1.2857142857142858,24.4,1.1,28526.43,27361.08266666667,30574.41,27516.43,1,0
2011-02-28,16.1,0.3,57.7,12.9,Dry,33183.21,2011,2,1,59,0,0,15.100000000000003,15.876666666666667,13.3,1.6428571428571428,22.2,0.1,27112.344285714287,27216.240999999998,31431.31,31220.03,1,0
2011-03-01,15.1,1.1,89.6,13.1,Rainy,20438.1,2011,3,1,60,1,0,15.242857142857144,15.916666666666666,16.1,2.2857142857142856,23.1,0.3,25451.948571428573,27089.735666666664,33183.21,31282.85,0,1
2011-03-02,15.1,5.1,70.2,12.1,Rainy,20176.65,2011,3,1,61,2,0,15.4,15.956666666666669,15.1,3.0285714285714285,27.599999999999998,1.1,24304.297142857144,27200.664666666664,20438.1,31940.7,0,1
2011-03-03,15.0,2.6,73.1,6.8,Rainy,21606.71,2011,3,1,62,3,0,15.657142857142858,16.01,15.1,3.828571428571429,29.0,5.1,22822.754285714287,26832.300999999996,20176.65,31505.31,0,1
