date,year,month,day,firewood_demand_m3,unit,area,temperature_avg,temperature_min,temperature_max,rainfall_mm,humidity_avg,pressure_hpa,wind_speed_kmh,is_rainy_day,season,latitude,longitude
2012-01-17,2012,1,17,39628.35,m3,Cameroon,12.7,10.0,16.2,0.9,76.8,1024.7,11.2,0,Dry,3.848,11.5021
2012-01-18,2012,1,18,33047.41,m3,Cameroon,12.0,10.0,17.3,0.8,83.4,1002.4,6.2,0,Dry,3.848,11.5021
2012-01-19,2012,1,19,27326.41,m3,Cameroon,16.0,12.2,20.1,0.4,94.7,1002.3,12.8,0,Dry,3.848,11.5021
2012-01-20,2012,1,20,31659.72,m3,Cameroon,14.5,10.9,19.5,0.0,80.9,1033.1,9.9,0,Dry,3.848,11.5021
2012-01-21,2012,1,21,31375.5,m3,Cameroon,14.4,10.0,18.2,1.3,61.6,994.4,8.4,0,Dry,3.848,11.5021
2012-01-22,2012,1,22,25630.18,m3,Cameroon,13.0,10.0,16.6,0.2,60.0,1023.2,5.7,0,Dry,3.848,11.5021
2012-01-23,2012,1,23,31473.04,m3,Cameroon,12.9,10.0,16.4,0.8,80.9,995.7,8.0,0,Dry,3.848,11.5021
2012-01-24,2012,1,24,30777.83,m3,Cameroon,13.6,10.0,19.0,1.9,75.7,1021.8,11.2,0,Dry,3.848,11.5021
2012-01-25,2012,1,25,37886.18,m3,Cameroon,14.9,10.3,19.6,1.4,87.6,1021.0,11.6,0,Dry,3.848,11.5021
2012-01-26,2012,1,26,30926.14,m3,Cameroon,14.8,10.7,19.7,1.4,95.0,1003.5,6.5,0,Dry,3.848,11.5021
2012-01-27,2012,1,27,34827.48,m3,Cameroon,13.2,10.0,18.8,0.1,57.1,1007.5,5.1,0,Dry,3.848,11.5021
2012-01-28,2012,1,28,30419.44,m3,Cameroon,14.8,11.2,20.5,1.0,75.8,1014.0,10.8,0,Dry,3.848,11.5021
2012-01-29,2012,1,29,26443.38,m3,Cameroon,14.1,10.0,19.4,0.3,82.1,1014.1,9.1,0,Dry,3.848,11.5021
2012-01-30,2012,1,30,31197.26,m3,Cameroon,15.2,10.9,18.5,0.1,78.9,1021.5,12.4,0,Dry,3.848,11.5021
2012-01-31,2012,1,31,28286.49,m3,Cameroon,14.2,10.0,19.4,0.6,63.1,1012.0,9.0,0,Dry,3.848,11.5021
2012-02-01,2012,2,1,23024.26,m3,Cameroon,13.9,10.0,18.6,0.9,79.6,1005.7,13.1,0,Dry,3.848,11.5021
2012-02-02,2012,2,2,30939.57,m3,Cameroon,13.6,10.0,18.8,0.9,87.9,1019.4,8.1,0,Dry,3.848,11.5021
2012-02-03,2012,2,3,33570.54,m3,Cameroon,15.3,10.9,18.9,0.8,68.4,1006.8,12.2,0,Dry,3.848,11.5021
2012-02-04,2012,2,4,30082.39,m3,Cameroon,15.7,12.5,21.0,1.5,70.2,1009.2,10.7,0,Dry,3.848,11.5021
2012-02-05,2012,2,5,36897.72,m3,Cameroon,14.4,11.3,20.2,0.7,80.3,1036.7,10.8,0,Dry,3.848,11.5021
2012-02-06,2012,2,6,29766.98,m3,Cameroon,12.6,10.0,15.7,0.4,72.4,1004.3,11.2,0,Dry,3.848,11.5021
2012-02-07,2012,2,7,32023.0,m3,Cameroon,13.3,10.0,16.8,0.3,69.8,1014.8,5.1,0,Dry,3.848,11.5021
2012-02-08,2012,2,8,29283.5,m3,Cameroon,13.0,10.0,18.7,0.0,82.0,1015.6,7.2,0,Dry,3.848,11.5021
2012-02-09,2012,2,9,32039.87,m3,Cameroon,13.5,10.0,17.8,0.8,90.0,1015.1,5.7,0,Dry,3.848,11.5021
2012-02-10,2012,2,10,35035.79,m3,Cameroon,16.7,11.1,20.5,1.8,72.8,1005.1,9.4,0,Dry,3.848,11.5021
2012-02-11,2012,2,11,32365.22,m3,Cameroon,17.3,13.6,23.1,0.3,73.3,1020.0,9.7,0,Dry,3.848,11.5021
2012-02-12,2012,2,12,29154.27,m3,Cameroon,15.8,10.0,21.3,0.2,75.8,1015.5,6.4,0,Dry,3.848,11.5021
2012-02-13,2012,2,13,37010.73,m3,Cameroon,14.8,10.0,18.7,0.1,48.5,1015.6,12.3,0,Dry,3.848,11.5021
2012-02-14,2012,2,14,30344.17,m3,Cameroon,16.6,13.2,21.0,0.3,73.1,1001.9,13.0,0,Dry,3.848,11.5021
2012-02-15,2012,2,15,46111.33,m3,Cameroon,15.8,10.6,20.5,0.0,59.7,998.5,6.9,0,Dry,3.848,11.5021
2012-02-16,2012,2,16,33619.01,m3,Cameroon,16.7,12.5,22.3,0.0,79.5,1013.4,8.9,0,Dry,3.848,11.5021
2012-02-17,2012,2,17,26154.91,m3,Cameroon,14.3,10.0,17.9,1.5,69.0,1022.7,7.6,0,Dry,3.848,11.5021
2012-02-18,2012,2,18,37367.3,m3,Cameroon,15.4,10.7,21.2,0.2,83.3,1005.0,6.6,0,Dry,3.848,11.5021
2012-02-19,2012,2,19,28058.58,m3,Cameroon,14.6,10.0,19.4,0.3,66.2,1016.0,9.2,0,Dry,3.848,11.5021
2012-02-20,2012,2,20,30664.71,m3,Cameroon,19.7,15.3,24.2,1.7,62.2,1015.3,6.2,0,Dry,3.848,11.5021
2012-02-21,2012,2,21,30048.66,m3,Cameroon,17.9,12.4,23.0,1.0,74.2,1023.3,10.4,0,Dry,3.848,11.5021
2012-02-22,2012,2,22,33871.88,m3,Cameroon,12.7,10.0,16.8,0.5,61.1,1022.1,12.3,0,Dry,3.848,11.5021
2012-02-23,2012,2,23,24826.73,m3,Cameroon,16.1,12.5,19.1,2.9,72.2,1023.6,11.5,1,Dry,3.848,11.5021
2012-02-24,2012,2,24,31771.19,m3,Cameroon,17.3,14.1,21.0,0.1,76.7,1021.0,8.8,0,Dry,3.848,11.5021
2012-02-25,2012,2,25,27671.32,m3,Cameroon,14.0,10.0,19.6,1.1,80.7,1005.8,14.3,0,Dry,3.848,11.5021
2012-02-26,2012,2,26,35569.01,m3,Cameroon,17.6,12.6,23.6,2.9,65.0,1027.0,14.7,1,Dry,3.848,11.5021
2012-02-27,2012,2,27,26286.06,m3,Cameroon,16.0,10.5,21.0,0.4,81.6,1006.2,12.3,0,Dry,3.848,11.5021
2012-02-28,2012,2,28,31751.98,m3,Cameroon,14.3,10.6,18.0,0.5,82.8,986.5,6.8,0,Dry,3.848,11.5021
2012-02-29,2012,2,29,39545.42,m3,Cameroon,15.3,10.0,21.2,2.2,73.2,1009.4,12.8,1,Rainy,3.848,11.5021
2012-03-01,2012,3,1,25743.63,m3,Cameroon,15.5,11.3,19.3,8.6,57.9,1010.4,12.6,1,Rainy,3.848,11.5021
2012-03-02,2012,3,2,27650.19,m3,Cameroon,14.5,10.0,17.8,2.2,72.0,1021.0,7.9,1,Rainy,3.848,11.5021
2012-03-03,2012,3,3,21495.52,m3,Cameroon,18.1,13.9,21.7,3.4,69.1,993.0,5.7,1,Rainy,3.848,11.5021
2012-03-04,2012,3,4,23049.89,m3,Cameroon,18.0,14.1,21.7,5.0,93.1,1015.2,5.8,1,Rainy,3.848,11.5021
2012-03-05,2012,3,5,22614.01,m3,Cameroon,18.6,14.2,21.6,6.6,75.6,1013.7,9.5,1,Rainy,3.848,11.5021
2012-03-06,2012,3,6,31434.68,m3,Cameroon,18.4,15.0,23.3,2.2,80.5,1034.1,14.8,1,Rainy,3.848,11.5021
2012-03-07,2012,3,7,24052.39,m3,Cameroon,20.8,17.3,26.2,3.6,68.9,1012.0,13.4,1,Rainy,3.848,11.5021
2012-03-08,2012,3,8,20279.48,m3,Cameroon,17.9,13.3,21.4,14.7,63.4,1008.6,13.3,1,Rainy,3.848,11.5021
2012-03-09,2012,3,9,28309.77,m3,Cameroon,18.0,14.3,22.2,7.6,73.8,1021.1,14.6,1,Rainy,3.848,11.5021
2012-03-10,2012,3,10,21083.14,m3,Cameroon,15.4,11.0,20.1,2.0,76.2,1009.1,9.7,1,Rainy,3.848,11.5021
2012-03-11,2012,3,11,22598.07,m3,Cameroon,19.2,13.9,23.0,5.0,89.1,1017.3,6.8,1,Rainy,3.848,11.5021
2012-03-12,2012,3,12,18324.28,m3,Cameroon,20.6,15.4,26.1,0.9,72.0,1011.1,13.9,0,Rainy,3.848,11.5021
2012-03-13,2012,3,13,22848.07,m3,Cameroon,18.7,13.1,22.1,3.6,76.7,1010.6,10.9,1,Rainy,3.848,11.5021
2012-03-14,2012,3,14,26748.89,m3,Cameroon,18.7,14.3,23.7,2.7,79.5,1011.0,10.3,1,Rainy,3.848,11.5021
2012-03-15,2012,3,15,20624.99,m3,Cameroon,18.3,12.9,24.0,7.3,95.0,1026.2,13.5,1,Rainy,3.848,11.5021
2012-03-16,2012,3,16,20684.26,m3,Cameroon,19.0,13.6,22.6,7.4,90.9,1009.7,14.0,1,Rainy,3.848,11.5021
2012-03-17,2012,3,17,20484.62,m3,Cameroon,21.0,16.3,26.0,2.9,86.5,1006.5,14.6,1,Rainy,3.848,11.5021
2012-03-18,2012,3,18,21239.41,m3,Cameroon,19.4,16.3,23.4,0.8,78.3,1010.1,7.8,0,Rainy,3.848,11.5021
2012-03-19,2012,3,19,20991.2,m3,Cameroon,15.2,10.2,19.8,10.2,76.7,1016.0,6.7,1,Rainy,3.848,11.5021
2012-03-20,2012,3,20,29761.47,m3,Cameroon,17.3,12.9,22.0,1.3,72.5,1014.9,14.8,1,Rainy,3.848,11.5021
2012-03-21,2012,3,21,32300.77,m3,Cameroon,18.0,13.3,21.8,19.2,70.4,1022.8,7.2,1,Rainy,3.848,11.5021
2012-03-22,2012,3,22,20033.45,m3,Cameroon,14.7,10.2,19.9,4.3,65.2,1022.2,11.5,1,Rainy,3.848,11.5021
2012-03-23,2012,3,23,24606.79,m3,Cameroon,22.3,17.8,27.9,5.0,88.1,1025.3,13.7,1,Rainy,3.848,11.5021
2012-03-24,2012,3,24,18966.8,m3,Cameroon,19.7,15.1,22.9,1.3,82.6,1017.9,6.5,1,Rainy,3.848,11.5021
2012-03-25,2012,3,25,25490.34,m3,Cameroon,17.8,13.5,23.2,2.4,77.2,1016.6,10.4,1,Rainy,3.848,11.5021
2012-03-26,2012,3,26,26987.94,m3,Cameroon,18.5,14.3,24.4,13.0,59.2,1025.7,6.3,1,Rainy,3.848,11.5021
2012-03-27,2012,3,27,20203.61,m3,Cameroon,18.8,14.8,24.4,8.1,75.6,1007.7,13.4,1,Rainy,3.848,11.5021
2012-03-28,2012,3,28,20830.58,m3,Cameroon,19.4,15.4,24.6,3.2,72.8,1017.3,6.1,1,Rainy,3.848,11.5021
2012-03-29,2012,3,29,26523.84,m3,Cameroon,18.5,14.4,22.0,12.3,49.2,1033.8,8.6,1,Rainy,3.848,11.5021
2012-03-30,2012,3,30,26850.05,m3,Cameroon,21.9,16.9,26.9,0.5,69.5,1018.5,14.8,0,Rainy,3.848,11.5021
2012-03-31,2012,3,31,24321.21,m3,Cameroon,19.8,16.6,23.6,3.5,82.0,1020.0,11.8,1,Rainy,3.848,11.5021
2012-04-01,2012,4,1,21348.64,m3,Cameroon,19.2,15.9,22.3,7.9,54.7,1009.6,14.3,1,Rainy,3.848,11.5021
2012-04-02,2012,4,2,22509.92,m3,Cameroon,18.6,12.9,21.8,1.2,77.9,1020.0,8.0,1,Rainy,3.848,11.5021
2012-04-03,2012,4,3,19748.54,m3,Cameroon,19.9,14.2,23.5,8.6,77.5,1013.6,9.2,1,Rainy,3.848,11.5021
2012-04-04,2012,4,4,20089.29,m3,Cameroon,18.8,15.0,23.6,3.7,78.5,1009.6,10.3,1,Rainy,3.848,11.5021
2012-04-05,2012,4,5,20240.65,m3,Cameroon,16.5,11.2,20.5,5.1,76.7,1016.6,6.1,1,Rainy,3.848,11.5021
2012-04-06,2012,4,6,24678.98,m3,Cameroon,16.6,13.4,20.7,4.5,68.5,1016.5,5.9,1,Rainy,3.848,11.5021
2012-04-07,2012,4,7,22664.89,m3,Cameroon,22.8,17.1,28.0,2.3,73.8,1012.6,13.1,1,Rainy,3.848,11.5021
2012-04-08,2012,4,8,19684.55,m3,Cameroon,17.4,11.5,22.3,7.5,64.7,1012.4,12.2,1,Rainy,3.848,11.5021
2012-04-09,2012,4,9,25532.99,m3,Cameroon,19.6,14.1,22.6,3.4,71.0,1017.3,9.9,1,Rainy,3.848,11.5021
2012-04-10,2012,4,10,23808.86,m3,Cameroon,20.7,14.7,25.5,16.0,77.5,1003.3,10.0,1,Rainy,3.848,11.5021
2012-04-11,2012,4,11,27880.81,m3,Cameroon,18.2,12.3,24.1,3.8,69.3,1012.7,9.8,1,Rainy,3.848,11.5021
2012-04-12,2012,4,12,24697.3,m3,Cameroon,19.2,13.7,24.9,1.8,86.2,1009.8,14.1,1,Rainy,3.848,11.5021
2012-04-13,2012,4,13,21401.37,m3,Cameroon,19.7,14.6,23.3,13.5,86.7,1014.1,8.4,1,Rainy,3.848,11.5021
2012-04-14,2012,4,14,25498.66,m3,Cameroon,18.5,13.2,23.6,2.5,71.3,1012.1,12.5,1,Rainy,3.848,11.5021
2012-04-15,2012,4,15,22083.77,m3,Cameroon,20.2,15.0,24.2,7.1,78.5,978.8,12.0,1,Rainy,3.848,11.5021
2012-04-16,2012,4,16,16383.26,m3,Cameroon,20.8,16.2,25.1,5.4,82.9,1025.6,6.4,1,Rainy,3.848,11.5021
2012-04-17,2012,4,17,25396.11,m3,Cameroon,19.7,15.8,24.6,3.2,55.0,1030.6,13.0,1,Rainy,3.848,11.5021
2012-04-18,2012,4,18,19940.68,m3,Cameroon,22.0,16.8,26.5,6.7,60.6,1001.1,13.1,1,Rainy,3.848,11.5021
2012-04-19,2012,4,19,20106.8,m3,Cameroon,20.1,14.3,23.7,2.2,78.7,1002.1,7.8,1,Rainy,3.848,11.5021
2012-04-20,2012,4,20,20772.78,m3,Cameroon,21.2,17.2,25.0,3.2,95.0,995.2,5.1,1,Rainy,3.848,11.5021
2012-04-21,2012,4,21,21835.3,m3,Cameroon,18.6,13.5,24.0,1.0,54.2,1013.6,5.4,1,Rainy,3.848,11.5021
2012-04-22,2012,4,22,23068.16,m3,Cameroon,20.7,15.5,26.3,2.4,77.9,1014.1,12.6,1,Rainy,3.848,11.5021
2012-04-23,2012,4,23,26509.31,m3,Cameroon,20.8,17.2,25.0,3.6,84.1,1002.9,7.0,1,Rainy,3.848,11.5021
2012-04-24,2012,4,24,21700.73,m3,Cameroon,19.6,13.9,25.3,7.2,91.6,1013.0,6.2,1,Rainy,3.848,11.5021
2012-04-25,2012,4,25,16938.57,m3,Cameroon,18.2,13.4,22.2,3.1,85.2,1017.0,13.5,1,Rainy,3.848,11.5021
2012-04-26,2012,4,26,18092.12,m3,Cameroon,20.7,15.6,25.4,3.7,65.4,1027.2,7.5,1,Rainy,3.848,11.5021
2012-04-27,2012,4,27,19945.1,m3,Cameroon,19.5,13.6,24.8,1.5,75.4,1037.5,13.3,1,Rainy,3.848,11.5021
2012-04-28,2012,4,28,28934.35,m3,Cameroon,18.5,14.4,23.3,1.3,57.3,1006.7,5.7,1,Rainy,3.848,11.5021
2012-04-29,2012,4,29,21420.5,m3,Cameroon,20.5,15.2,25.5,3.2,71.3,1022.6,5.6,1,Rainy,3.848,11.5021
2012-04-30,2012,4,30,24756.04,m3,Cameroon,19.0,14.7,22.6,0.7,77.0,1006.0,7.3,0,Rainy,3.848,11.5021
2012-05-01,2012,5,1,21257.71,m3,Cameroon,21.6,16.1,25.0,9.5,83.0,1004.0,12.2,1,Rainy,3.848,11.5021
2012-05-02,2012,5,2,28351.45,m3,Cameroon,18.2,12.4,22.7,2.5,70.5,990.1,11.4,1,Rainy,3.848,11.5021
2012-05-03,2012,5,3,22706.08,m3,Cameroon,24.2,18.4,28.0,4.2,73.6,1005.4,6.0,1,Rainy,3.848,11.5021
2012-05-04,2012,5,4,20602.64,m3,Cameroon,21.3,16.3,26.9,3.7,61.3,1000.9,9.8,1,Rainy,3.848,11.5021
2012-05-05,2012,5,5,26257.86,m3,Cameroon,21.7,16.5,25.7,5.4,95.0,1016.4,10.6,1,Rainy,3.848,11.5021
2012-05-06,2012,5,6,23296.31,m3,Cameroon,21.5,17.2,27.4,1.8,72.0,1006.7,10.8,1,Rainy,3.848,11.5021
2012-05-07,2012,5,7,19447.62,m3,Cameroon,22.9,17.4,27.8,4.8,82.9,1002.2,7.3,1,Rainy,3.848,11.5021
2012-05-08,2012,5,8,19121.49,m3,Cameroon,21.3,15.6,26.5,9.0,72.5,1018.1,6.1,1,Rainy,3.848,11.5021
2012-05-09,2012,5,9,21522.14,m3,Cameroon,22.9,18.3,28.0,4.1,62.6,1018.5,12.0,1,Rainy,3.848,11.5021
2012-05-10,2012,5,10,24659.2,m3,Cameroon,23.1,17.5,28.0,8.2,84.7,1017.8,13.7,1,Rainy,3.848,11.5021
2012-05-11,2012,5,11,23929.37,m3,Cameroon,21.8,16.9,26.0,4.0,71.4,1011.8,13.1,1,Rainy,3.848,11.5021
2012-05-12,2012,5,12,23641.76,m3,Cameroon,19.4,13.8,24.7,2.2,74.3,1018.0,12.1,1,Rainy,3.848,11.5021
2012-05-13,2012,5,13,22918.3,m3,Cameroon,24.1,19.7,28.0,4.8,78.6,1018.0,6.4,1,Rainy,3.848,11.5021
2012-05-14,2012,5,14,31573.01,m3,Cameroon,21.8,16.3,25.0,4.3,49.7,1009.0,10.0,1,Rainy,3.848,11.5021
2012-05-15,2012,5,15,28905.95,m3,Cameroon,22.5,18.2,25.9,1.8,65.6,999.5,5.2,1,Rainy,3.848,11.5021
2012-05-16,2012,5,16,24542.51,m3,Cameroon,24.8,20.4,28.0,2.0,67.6,1001.9,11.4,1,Rainy,3.848,11.5021
2012-05-17,2012,5,17,24553.0,m3,Cameroon,24.5,21.0,28.0,3.7,63.4,1016.4,9.3,1,Rainy,3.848,11.5021
2012-05-18,2012,5,18,22282.73,m3,Cameroon,22.8,17.2,25.8,7.2,59.2,1001.6,10.0,1,Rainy,3.848,11.5021
2012-05-19,2012,5,19,21739.13,m3,Cameroon,23.3,19.0,27.9,6.0,58.2,1002.9,9.4,1,Rainy,3.848,11.5021
2012-05-20,2012,5,20,17175.82,m3,Cameroon,22.9,19.4,28.0,5.3,82.5,1004.9,13.6,1,Rainy,3.848,11.5021
2012-05-21,2012,5,21,26903.91,m3,Cameroon,22.3,17.9,26.9,1.4,68.9,1013.1,14.1,1,Rainy,3.848,11.5021
2012-05-22,2012,5,22,24476.27,m3,Cameroon,22.1,18.4,25.1,8.1,70.6,1007.6,5.0,1,Rainy,3.848,11.5021
2012-05-23,2012,5,23,22280.32,m3,Cameroon,20.4,14.6,24.0,8.9,77.3,1016.6,11.1,1,Rainy,3.848,11.5021
2012-05-24,2012,5,24,24149.09,m3,Cameroon,24.3,19.2,28.0,4.8,89.5,1027.4,8.7,1,Rainy,3.848,11.5021
2012-05-25,2012,5,25,24323.34,m3,Cameroon,19.0,15.4,22.2,3.6,93.9,999.2,14.1,1,Rainy,3.848,11.5021
2012-05-26,2012,5,26,25234.29,m3,Cameroon,22.6,17.3,25.9,4.3,64.6,1017.4,8.0,1,Rainy,3.848,11.5021
2012-05-27,2012,5,27,23192.32,m3,Cameroon,22.5,19.0,26.0,10.4,66.6,1003.7,6.6,1,Rainy,3.848,11.5021
2012-05-28,2012,5,28,25309.02,m3,Cameroon,22.3,17.3,27.2,4.1,75.1,1005.9,9.8,1,Rainy,3.848,11.5021
2012-05-29,2012,5,29,24157.83,m3,Cameroon,24.7,19.8,28.0,1.5,68.9,997.3,9.9,1,Rainy,3.848,11.5021
2012-05-30,2012,5,30,26612.61,m3,Cameroon,22.4,16.6,27.8,5.3,68.9,1006.7,14.0,1,Rainy,3.848,11.5021
2012-05-31,2012,5,31,22036.68,m3,Cameroon,22.6,18.9,28.0,2.0,76.3,1023.6,11.4,1,Rainy,3.848,11.5021
2012-06-01,2012,6,1,19718.28,m3,Cameroon,21.4,15.8,25.6,7.6,83.3,1002.2,13.7,1,Rainy,3.848,11.5021
2012-06-02,2012,6,2,22487.11,m3,Cameroon,21.8,16.7,25.1,3.8,67.1,1017.6,13.1,1,Rainy,3.848,11.5021
2012-06-03,2012,6,3,23890.41,m3,Cameroon,20.6,15.5,25.4,2.8,50.4,1024.5,13.1,1,Rainy,3.848,11.5021
2012-06-04,2012,6,4,19616.09,m3,Cameroon,23.7,18.1,27.3,16.5,62.4,1010.1,8.3,1,Rainy,3.848,11.5021
2012-06-05,2012,6,5,24908.46,m3,Cameroon,24.6,19.4,28.0,8.3,87.1,1023.7,12.4,1,Rainy,3.848,11.5021
2012-06-06,2012,6,6,23872.56,m3,Cameroon,22.8,19.1,27.9,1.3,79.6,1006.7,5.4,1,Rainy,3.848,11.5021
2012-06-07,2012,6,7,19861.12,m3,Cameroon,22.8,17.5,27.7,4.8,72.3,1015.2,14.3,1,Rainy,3.848,11.5021
2012-06-08,2012,6,8,22359.24,m3,Cameroon,22.8,19.5,26.8,6.6,73.0,1002.7,11.9,1,Rainy,3.848,11.5021
2012-06-09,2012,6,9,18604.31,m3,Cameroon,22.3,16.8,25.9,4.0,83.0,1025.7,11.2,1,Rainy,3.848,11.5021
2012-06-10,2012,6,10,15755.6,m3,Cameroon,20.2,14.2,24.7,10.7,66.6,996.0,12.7,1,Rainy,3.848,11.5021
2012-06-11,2012,6,11,23744.57,m3,Cameroon,23.7,18.2,27.2,4.4,78.1,1017.7,10.6,1,Rainy,3.848,11.5021
2012-06-12,2012,6,12,24830.74,m3,Cameroon,23.6,18.6,28.0,1.8,57.1,997.8,9.8,1,Rainy,3.848,11.5021
2012-06-13,2012,6,13,30242.45,m3,Cameroon,22.2,18.5,27.7,8.8,57.9,1004.5,6.2,1,Rainy,3.848,11.5021
2012-06-14,2012,6,14,19963.09,m3,Cameroon,23.8,20.3,28.0,1.4,81.3,1010.6,8.8,1,Rainy,3.848,11.5021
2012-06-15,2012,6,15,24780.62,m3,Cameroon,20.4,17.0,25.6,9.1,70.1,1011.7,7.5,1,Rainy,3.848,11.5021
2012-06-16,2012,6,16,25363.81,m3,Cameroon,23.1,18.3,28.0,16.8,68.1,1016.5,10.1,1,Rainy,3.848,11.5021
2012-06-17,2012,6,17,19720.01,m3,Cameroon,21.5,17.8,26.9,2.3,87.8,1022.9,5.1,1,Rainy,3.848,11.5021
2012-06-18,2012,6,18,23075.85,m3,Cameroon,20.1,14.8,26.0,4.9,78.6,1008.9,8.4,1,Rainy,3.848,11.5021
2012-06-19,2012,6,19,18571.86,m3,Cameroon,22.9,19.1,26.7,3.6,95.0,1021.4,13.2,1,Rainy,3.848,11.5021
2012-06-20,2012,6,20,19196.4,m3,Cameroon,22.9,18.5,26.6,4.3,66.5,1006.0,6.1,1,Rainy,3.848,11.5021
2012-06-21,2012,6,21,23533.6,m3,Cameroon,23.2,19.1,26.3,2.8,71.4,1022.1,5.4,1,Rainy,3.848,11.5021
2012-06-22,2012,6,22,27808.46,m3,Cameroon,21.0,15.8,26.2,9.4,58.4,1021.1,11.3,1,Rainy,3.848,11.5021
2012-06-23,2012,6,23,17429.73,m3,Cameroon,22.9,18.6,27.1,5.5,60.3,1009.8,10.5,1,Rainy,3.848,11.5021
2012-06-24,2012,6,24,18895.26,m3,Cameroon,21.1,17.4,26.9,0.5,68.5,1008.5,12.6,0,Rainy,3.848,11.5021
2012-06-25,2012,6,25,26248.91,m3,Cameroon,22.7,19.4,26.1,5.4,69.1,1012.8,6.1,1,Rainy,3.848,11.5021
2012-06-26,2012,6,26,24614.98,m3,Cameroon,22.1,18.3,25.8,2.3,58.7,1023.8,8.9,1,Rainy,3.848,11.5021
2012-06-27,2012,6,27,19191.95,m3,Cameroon,21.8,16.4,27.0,2.8,77.3,1016.6,12.8,1,Rainy,3.848,11.5021
2012-06-28,2012,6,28,23517.32,m3,Cameroon,22.9,19.3,27.2,12.5,90.8,990.4,9.8,1,Rainy,3.848,11.5021
2012-06-29,2012,6,29,25951.61,m3,Cameroon,24.8,21.3,28.0,3.9,77.7,1020.3,7.0,1,Rainy,3.848,11.5021
2012-06-30,2012,6,30,25640.47,m3,Cameroon,21.8,18.1,27.4,18.5,59.1,1013.1,12.2,1,Rainy,3.848,11.5021
2012-07-01,2012,7,1,20072.11,m3,Cameroon,23.9,18.5,28.0,12.2,77.5,1007.6,12.7,1,Rainy,3.848,11.5021
2012-07-02,2012,7,2,25286.04,m3,Cameroon,21.6,16.9,26.4,9.7,58.8,1017.3,10.6,1,Rainy,3.848,11.5021
2012-07-03,2012,7,3,19435.44,m3,Cameroon,21.5,18.4,26.7,10.2,92.2,1011.3,10.2,1,Rainy,3.848,11.5021
2012-07-04,2012,7,4,23478.89,m3,Cameroon,19.5,15.0,23.8,7.1,50.4,1011.0,10.9,1,Rainy,3.848,11.5021
2012-07-05,2012,7,5,18442.14,m3,Cameroon,21.6,18.4,26.7,9.2,56.7,992.8,10.9,1,Rainy,3.848,11.5021
2012-07-06,2012,7,6,24383.81,m3,Cameroon,23.4,19.0,27.0,17.3,72.6,1019.3,13.7,1,Rainy,3.848,11.5021
2012-07-07,2012,7,7,21051.19,m3,Cameroon,23.5,18.7,28.0,4.1,75.5,1018.2,10.5,1,Rainy,3.848,11.5021
2012-07-08,2012,7,8,27329.31,m3,Cameroon,23.0,17.3,28.0,15.3,71.4,1002.5,7.2,1,Rainy,3.848,11.5021
2012-07-09,2012,7,9,28722.71,m3,Cameroon,22.7,17.3,28.0,2.1,66.4,1019.0,5.7,1,Rainy,3.848,11.5021
2012-07-10,2012,7,10,22339.9,m3,Cameroon,21.9,18.5,26.7,4.6,67.3,998.3,5.4,1,Rainy,3.848,11.5021
2012-07-11,2012,7,11,24208.59,m3,Cameroon,22.3,18.2,27.4,10.9,89.8,1019.2,6.6,1,Rainy,3.848,11.5021
2012-07-12,2012,7,12,29213.58,m3,Cameroon,23.4,18.2,28.0,3.5,94.8,1001.7,8.3,1,Rainy,3.848,11.5021
2012-07-13,2012,7,13,21724.5,m3,Cameroon,22.7,18.8,26.5,13.6,73.2,1010.9,7.0,1,Rainy,3.848,11.5021
2012-07-14,2012,7,14,24222.74,m3,Cameroon,22.5,16.7,26.0,5.3,79.5,1009.5,6.2,1,Rainy,3.848,11.5021
2012-07-15,2012,7,15,18915.0,m3,Cameroon,21.2,17.3,24.6,8.6,77.6,1016.4,8.0,1,Rainy,3.848,11.5021
2012-07-16,2012,7,16,20177.4,m3,Cameroon,22.2,18.8,26.3,3.4,74.4,996.5,8.6,1,Rainy,3.848,11.5021
2012-07-17,2012,7,17,17438.88,m3,Cameroon,19.4,15.3,22.8,43.4,63.9,1026.6,12.9,1,Rainy,3.848,11.5021
2012-07-18,2012,7,18,22435.68,m3,Cameroon,22.0,16.7,27.6,20.5,91.0,996.5,8.0,1,Rainy,3.848,11.5021
2012-07-19,2012,7,19,19357.74,m3,Cameroon,22.9,19.3,26.2,14.1,95.0,1012.5,10.3,1,Rainy,3.848,11.5021
2012-07-20,2012,7,20,21902.13,m3,Cameroon,18.8,13.6,23.9,14.7,73.1,1025.2,5.2,1,Rainy,3.848,11.5021
2012-07-21,2012,7,21,17784.03,m3,Cameroon,23.7,18.9,28.0,2.3,84.9,1024.4,9.5,1,Rainy,3.848,11.5021
2012-07-22,2012,7,22,16943.75,m3,Cameroon,23.5,19.4,28.0,12.1,79.1,1033.1,9.1,1,Rainy,3.848,11.5021
2012-07-23,2012,7,23,24962.26,m3,Cameroon,21.7,16.3,26.1,8.5,76.8,999.9,13.5,1,Rainy,3.848,11.5021
2012-07-24,2012,7,24,25657.92,m3,Cameroon,22.1,18.6,27.8,10.5,61.6,1011.6,6.1,1,Rainy,3.848,11.5021
2012-07-25,2012,7,25,23330.34,m3,Cameroon,23.3,17.9,26.9,10.1,71.4,1019.7,11.2,1,Rainy,3.848,11.5021
